"","Id2","TotalTotalPopulation","MaleTotalPopulation","FemaleTotalPopulation","M_5To14Years","F_5To14Years","M_15To17Years","F_15To17Years","M_18To24Years","F_18To24Years","M_15To44Years","F_15To44Years","M_18YearsAndOver","F_18YearsAndOver","M_MedianAge","F_MedianAge","M_Percent","F_Percent"
"4068",14209,8679,3899,4780,8.3,12.8,2.1,3.4,15,14.6,51.2,40.5,85.7,79.5,34.5,33.6,45,56
"4069",14210,13508,6556,6952,10.8,10.2,3.3,5.4,10.2,10.1,44.5,40.2,78.7,77.8,37,38.4,49,52
"4070",14211,21545,9681,11864,20.6,14.7,6.5,6.4,12.1,10.1,37.4,39.9,62.9,71.8,25.8,35.7,45,56
"4071",14212,10599,5249,5350,18.4,13.7,4.3,3,11.8,7.1,39.7,36.8,70.3,74.4,34.2,38.1,50,51
"4072",14213,24134,12049,12085,18,15.6,5.2,3.9,11.1,12.1,46.9,47,68.7,71.5,29.7,29.7,50,51
"4073",14214,19760,9907,9853,7.1,7.5,4.5,4.2,23.3,20.1,54.3,51,83.1,83.8,30.1,33.1,51,50
"4074",14215,38980,17164,21816,18,13.9,5.6,4.6,17.2,12.9,43.6,43.9,68.5,76,25.8,33.7,45,56
"4075",14216,22541,10424,12117,7.1,7,2,4.1,11.7,11.7,48.7,44.8,84.5,85.3,37.1,40.6,47,54
"4076",14217,22936,10947,11989,11.2,9.6,4.1,3.4,9.9,7.3,42,35.6,78.5,83.3,38.3,45.9,48,53
"4077",14218,18805,9125,9680,9.7,8.3,4.3,2.6,8.6,9.7,38.1,35.6,78.8,82.2,40.4,43.9,49,52
"4078",14219,10888,5253,5635,9.2,10.2,4.5,4.4,11.2,8.4,42.9,36.1,82.2,81.3,41.8,44.8,49,52
"4079",14220,24105,11409,12696,12.9,12.3,4.7,3.4,7.8,7.7,41.7,38,77.6,79.5,37.2,41.5,48,53
"4080",14221,53475,24867,28608,11.3,10.7,5.4,3.9,7.7,5.9,34.1,29.3,77.7,81.3,44.3,48.8,47,54
"4081",14222,15170,7718,7452,6.6,5.1,0.8,2.2,22.5,27.9,58.5,60.3,89.6,89.2,30.7,27.9,51,50
"4082",14223,22713,10975,11738,14.9,10.8,5,2.9,9.5,8.1,40.5,35.8,76.2,81.3,38,43.6,49,52
"4083",14224,40074,19158,20916,11.5,10.6,4.2,2.6,8.9,7.4,36.5,31.1,79,81.7,42.6,47.2,48,53
"4084",14225,33075,15541,17534,12.2,9.3,3.8,4.1,10.3,8.8,40.3,39.1,78.2,81.6,38.8,42.5,47,54
"4085",14226,28827,13861,14966,12.4,10.5,3.9,3.2,9.8,11.1,40.4,39.3,76.8,81,37.9,40.7,49,52
"4086",14227,22915,10788,12127,6.9,7.1,3.6,2,7,8.8,36,31.1,85.5,86.2,46.5,48.9,48,53
"4087",14228,21467,10633,10834,12.3,10.1,3,4.6,19.8,14.7,48.5,43.5,79.4,80.5,29.6,37.5,50,51
"4088",14261,5600,2655,2945,0,0,0.4,0.8,96.3,96.9,100,100,99.6,99.2,20,19.7,48,53
"4089",14301,12643,6274,6369,10.5,8.8,4.8,4.5,14.2,13.4,46.3,39.4,79.4,83.3,36,43.6,50,51
"4090",14302,49,16,33,0,0,0,0,0,0,0,0,100,100,NA,80.9,33,68
"4091",14303,5554,2717,2837,12.6,11.7,3.3,3.3,9.8,9,40.2,38.1,80.1,80.6,38.8,43.3,49,52
"4092",14304,29745,14739,15006,13.9,9,4.3,3.1,8.4,7.8,35.4,34.2,76.7,84.6,41.3,47.2,50,51
"4093",14305,17691,7819,9872,12,13.6,3.6,5.7,12.4,13.2,39.1,39.4,76.1,74.3,35.6,34.5,45,56
"4094",14411,14257,7219,7038,11.1,10,4.2,2.4,11.8,10.7,43.7,39.8,79.4,82.5,38.4,42.6,51,50
"4095",14414,7109,3763,3346,17.5,11.3,5.9,1.8,6.3,5.4,35.6,35.5,69.1,79.5,36.5,43,53,48
"4096",14415,75,29,46,0,0,13.8,0,0,13,13.8,13,86.2,100,59.1,55.7,39,62
"4097",14416,3583,1927,1656,14.9,9.3,4.9,6,9.6,5.2,36.6,34.1,73.2,81.5,38.5,47.3,54,47
"4098",14418,1118,591,527,13.7,7.6,0.7,2.3,9,5.7,33.5,24.9,81.6,85.8,41.4,51.3,53,48
"4099",14420,20706,9532,11174,11,10.8,3.5,3,26.5,27.1,48.4,47.8,81.1,80.3,30.2,31,47,54
"4100",14422,2490,1246,1244,7.5,11.2,4.8,3.1,14.2,9.1,44.9,34.5,83.2,81.2,40.8,44.9,51,50
"4101",14423,4889,2465,2424,8.6,10.4,7.1,4.4,13.9,10,39,33,78.4,79,41.6,45.2,51,50
"4102",14424,26567,12839,13728,12.1,11.5,5.1,2.9,8,7.5,36.6,32.6,78.4,81.6,42.6,46.5,49,52
"4103",14425,11051,5306,5745,16.4,16,3,6,6.2,4.5,35.9,37.3,69.9,68.8,34.3,36.8,49,52
"4104",14427,2136,1022,1114,13.8,15,5.4,3.5,7.6,6.5,41.6,32.9,76.1,76,39.2,41.6,48,53
"4105",14428,8371,4287,4084,14,12.8,3.9,3.1,8.2,7.2,34.4,28.6,76.9,82.3,42.3,49.2,52,49
"4106",14432,5850,2910,2940,14.4,14.3,4.9,4.1,5.8,7.2,31.2,32.8,74.3,77.4,43.2,44.5,50,51
"4107",14433,4201,2173,2028,12.8,12.7,3.8,3.6,12.8,8.2,33.5,33.6,76,75.7,41.6,42.4,52,49
"4108",14435,2912,1482,1430,15.2,10.3,1.9,2.9,10.9,7.4,33.5,34.5,78,80.3,40.9,44.3,51,50
"4109",14437,11201,6391,4810,8.9,11.9,3.4,3.8,11.1,5.3,45.9,30,85.2,79.7,41,48.2,58,43
"4110",14441,384,218,166,24.3,13.3,3.2,0,6,14.5,34.4,32.5,69.3,80.1,35.5,44.3,57,44
"4111",14445,8006,4051,3955,18.6,8.8,3.5,4.7,10,4.9,43.6,44.9,74.1,81.2,33.7,39.9,51,50
"4112",14450,41211,19662,21549,13,12.7,5.4,4.2,6.4,6.1,34.6,32.8,75.6,77.9,42.6,44.5,48,53
"4113",14454,11153,4787,6366,3.5,7.2,2,2.4,42,48.9,58.2,61.4,90.3,88.1,23.5,21.1,43,58
"4114",14456,20132,9809,10323,10.6,9.8,3.6,2.5,20.8,18.8,45.8,41.7,81.4,83.7,33.6,38.3,49,52
"4115",14462,578,311,267,18.6,11.2,6.1,8.6,6.8,6.7,34.4,35.6,71.7,76.4,39.5,43.8,54,47
"4116",14464,7117,3489,3628,14.8,17.2,3.9,2.2,8.9,10.6,35.5,36.6,74.5,76.2,39.8,37.9,50,51
"4117",14466,1734,772,962,6.7,15.8,2.3,3.2,4.3,7.8,36.8,37.3,90.5,81,48.6,42.9,45,56
"4118",14467,9925,4922,5003,14.1,12.7,7.4,3.4,6.8,8.6,36.2,36.3,71.7,79.7,37.4,42.7,50,51
"4119",14468,18325,9478,8847,15.6,10.3,4.1,5.1,7.1,6.5,33.8,36.4,74.8,80.5,42.2,44.4,52,49
"4120",14469,6166,3049,3117,12.6,10.6,4.7,5.6,11.7,7.6,34.8,33.1,79,81.3,44.2,46.7,50,51
"4121",14470,7871,3824,4047,9.4,14,4.4,4.7,9.8,6.5,38,34.7,82.7,76.5,44.4,43.4,49,52
"4122",14471,2675,1273,1402,6.7,9.3,2,4.4,5,6.5,22.9,31.5,87,85.3,54.8,48.9,48,53
"4123",14472,8289,4528,3761,21,14.9,6.8,3.3,4.8,2.6,27.4,27.9,65.8,78.2,41.7,47.8,55,46
"4124",14475,263,114,149,21.9,16.8,0,8.7,10.5,4,34.2,32.9,78.1,74.5,43.5,45.1,44,57
"4125",14476,2266,1087,1179,11.3,14.1,3.6,5.9,3.9,6.8,28.2,34.4,78.7,76.3,47.1,43.9,48,53
"4126",14477,2137,1102,1035,17.2,10.4,9.4,10.2,12.7,7.2,34.3,44,70.2,79.3,41.5,43.8,52,49
"4127",14478,1478,570,908,1.2,1.3,3.2,0,52.1,60.8,62.1,67.1,95.6,95.7,22,20.8,39,62
"4128",14479,368,155,213,7.1,0,0,0,4.5,23.5,55.5,39.9,85.2,75.6,35.7,34.4,43,58
"4129",14480,822,396,426,12.6,5.2,4.5,2.3,4.5,26.1,42.4,47.7,64.1,72.3,26.7,23.8,49,52
"4130",14481,1912,1002,910,11.4,9.7,2.1,5.3,7.6,6.5,34.4,32,81.6,77.9,44.7,45.7,53,48
"4131",14482,8382,4158,4224,12.7,13.7,5.1,3.7,7.7,8.1,37.3,34.2,74.6,78.8,40,43.7,50,51
"4132",14485,4454,2052,2402,8.7,13.4,2.9,4.2,14.7,14.2,41.5,39.7,81.4,79.4,40.8,40.7,47,54
"4133",14486,293,138,155,26.8,31.6,0,0,10.9,0,44.2,45.2,73.2,60,41.4,34.4,48,53
"4134",14487,5936,2989,2947,13.7,15.6,4.3,6.1,11,7.3,38.5,35.4,78.7,74.4,42.5,42.1,51,50
"4135",14489,7356,3419,3937,11.9,11.3,6.3,6.5,9.2,6.3,39.4,33.6,79.4,78.4,40.8,45.9,47,54
"4136",14502,10586,5104,5482,12,16,3.5,4.5,9.9,8,40,34.9,79,73.5,40.3,40.1,49,52
"4137",14504,1582,697,885,7.6,13.7,7.6,1.9,8.2,8.4,38.9,31.2,79.5,81.8,43.3,46.5,45,56
"4138",14505,5187,2554,2633,13.7,12.3,6.5,3.7,7.4,7.7,35.8,33.2,76,77.2,43.4,44.3,50,51
"4139",14506,1371,647,724,14.5,19.2,6.5,0,7,4,41.7,22.2,79,66.7,40.8,40.4,48,53
"4140",14507,1285,629,656,10.2,4.4,5.4,3.2,7.9,11.6,28.3,32.2,80.8,85.7,47.7,49.1,49,52
"4141",14510,4815,2245,2570,12.5,11.5,3.7,4,11.7,4.9,35.1,33.6,76.3,81,40.1,45.5,47,54
"4142",14511,351,172,179,8.1,5,0,0,0,0,38.4,26.3,91.9,95,50.5,57.3,50,51
"4143",14512,4855,2461,2394,15.8,9,4.6,6,5.7,6,30,33.8,74.4,80.5,44.6,46.3,51,50
"4144",14513,13905,6639,7266,11.1,12.7,3.4,5.8,9.7,8.3,35.1,35.2,79.6,75.2,43.2,41.4,48,53
"4145",14514,6218,3053,3165,18.1,13.9,7,2.1,10.7,6.4,42.2,33.3,70.5,79.4,37.6,44.3,50,51
"4146",14516,2254,1153,1101,8.5,12.4,4.2,3.3,15.5,11,42,33.9,81.2,74,40.6,39.1,52,49
"4147",14517,2878,1479,1399,13.7,13.2,1.6,3.9,9.3,5.7,34.5,37,75.5,77.7,39.4,41.4,52,49
"4148",14519,11484,5727,5757,16.3,14.8,4,3.7,6.4,5.2,31.8,34,75.3,77.7,43.5,43.5,50,51
"4149",14521,2806,1630,1176,9.2,11.1,4,4.8,14,8.3,44.4,34.4,80.4,74.3,35.9,38.1,59,42
"4150",14522,9486,4674,4812,12.4,10.6,3.7,2.2,5.8,8.4,38,33.9,74.8,84,40.5,45.9,50,51
"4151",14525,2670,1310,1360,12.3,16.3,2.5,4,10.7,9,38,37.1,82.2,77.4,43.4,41.4,50,51
"4152",14526,20229,9619,10610,14,10.6,5.2,6.4,7.6,6.3,35.5,34.1,75.3,76.9,40.6,44.4,48,53
"4153",14527,12990,6359,6631,13.7,14.4,5.1,4.1,9,7.4,34.9,30.9,74.3,75,40.2,42.8,49,52
"4154",14529,108,52,56,0,0,19.2,19.6,0,0,19.2,19.6,80.8,80.4,64.2,61.8,49,52
"4155",14530,5434,2859,2575,12.7,11.3,3.9,5,10.4,5.4,36.8,31.7,76,77.6,41.1,46.6,53,48
"4156",14532,4328,2212,2116,15.7,7.4,8,3.9,7.9,8.6,36.3,39.2,73.4,86.2,43.1,46.2,52,49
"4157",14533,1717,884,833,17,10.3,4.8,5.4,1.6,7.3,37.8,37,78.3,82.8,43.9,45.2,52,49
"4158",14534,32537,15710,16827,14.1,14.1,5.6,5.8,7.8,6.2,30.4,29.1,75.4,75.9,45.4,46.3,49,52
"4159",14536,578,256,322,9.8,13,2,3.4,5.5,5.3,36.7,29.8,85.5,77.3,45.4,46.1,45,56
"4160",14537,164,53,111,13.2,0,0,6.3,9.4,0,9.4,16.2,86.8,93.7,50.6,65.9,33,68
"4161",14539,143,64,79,15.6,12.7,0,0,23.4,7.6,37.5,30.4,84.4,87.3,26.8,48.7,45,56
"4162",14541,4610,3139,1471,7.4,15.8,2.1,3.9,15.7,7.5,58.3,32.8,86.4,71.8,32.9,38.9,69,32
"4163",14542,41,27,14,0,0,0,0,0,0,0,0,100,100,51.8,61.6,66,35
"4164",14543,3073,1468,1605,7.5,9.7,3.5,5.2,5.7,8.1,31.1,30.3,85,78.3,49,46.9,48,53
"4165",14544,2420,1199,1221,14.5,15,5.5,4.6,10.6,12.9,36.9,37.9,75.1,76.3,43.4,40.6,50,51
"4166",14545,174,88,86,11.4,4.7,3.4,8.1,0,5.8,31.8,39.5,78.4,75.6,43,39.6,51,50
"4167",14546,4955,2456,2499,10.6,15.8,2.4,4.9,6.1,6.3,37.3,34.9,78.9,74.3,43.2,41.4,50,51
"4168",14548,4496,2313,2183,16,15.9,2,7,9.3,7.5,33.7,36.9,78.1,75.7,43.4,42.5,52,49
"4169",14549,42,26,16,46.2,0,0,0,0,0,0,0,53.8,100,NA,NA,62,39
"4170",14550,1714,849,865,9.3,14.3,7.4,3.9,12,9.7,46.9,31.8,79.3,74.9,38.6,40.2,50,51
"4171",14551,5630,2830,2800,14.5,11.5,3.9,5.1,8.5,5.5,32.8,33.8,72.5,75.3,40.7,41.5,51,50
"4172",14555,1229,636,593,8,7.3,5.8,4.9,7.7,1.3,25.8,21.8,83,83.1,57,54.1,52,49
"4173",14559,18098,8919,9179,12.7,13.2,6.2,6.5,8.1,7.1,37.8,36.7,74.7,76.7,40.8,43.1,50,51
"4174",14560,1819,943,876,11.5,9.4,3.1,5.4,6,5.9,29.4,34.6,82.6,79.9,48,45.9,52,49
"4175",14561,3264,1583,1681,12.3,14.3,8.6,0.7,5.9,5.8,37,26.4,73.7,71.1,41,41.6,49,52
"4176",14564,14497,7085,7412,16.8,12.9,4.8,5,4.9,4.2,32.3,32.6,71.8,74.5,43.1,42.6,49,52
"4177",14568,6203,2992,3211,14.2,15.8,5.3,4.1,7.5,8,42.6,38.6,74.3,71.3,37.5,36.3,49,52
"4178",14569,6187,2797,3390,12.3,13.2,4.5,2,9.7,7.2,38.9,32.5,78.7,78.7,40.8,43.5,46,55
"4179",14571,1181,616,565,9.9,1.8,8.4,4.1,3.7,9.6,35.7,28.8,78.9,90.6,45.8,56.3,53,48
"4180",14572,5304,2578,2726,17.5,17.6,2.9,4.2,5.9,8.2,31.5,35.5,72.8,74.3,39.5,38.1,49,52
"4181",14580,50559,24235,26324,15.8,13.8,3.6,3.8,7.3,6.8,32.7,34.1,74.1,77.5,41.3,43.3,48,53
"4182",14585,67,24,43,0,0,0,0,0,0,16.7,0,100,100,73.7,75.6,36,65
"4183",14586,10755,5307,5448,10.7,15.4,5,2.8,20.7,12,55.7,41.4,79,74.3,31.6,34.1,50,51
"4184",14588,269,251,18,0,0,0,0,13.5,0,79.3,0,100,100,33.4,62,94,7
"4185",14589,7713,3755,3958,14,11.1,4.4,3.7,8.9,6.8,30.9,34,76.8,80.4,45.1,45.1,49,52
"4186",14590,5020,2566,2454,16,13.9,4.7,4.2,7.5,6.6,33.6,33.9,73.7,78.7,39.3,43.9,52,49
"4187",14591,1701,879,822,17,10,6.4,5.8,6.5,7.9,32.3,35.3,72.1,78.7,40.8,44.7,52,49
"4188",14592,224,119,105,35.3,39,0,0,7.6,0,30.3,24.8,64.7,61,36.5,32.7,54,47
"4189",14604,1607,826,781,0,0,0,4.4,9.9,15.5,46.6,63.1,98.9,95,46.1,37.9,52,49
"4190",14605,13584,6349,7235,21.4,15.5,6.4,3.9,13.7,16.5,44.6,47.9,61.1,69.7,23.1,26.7,47,54
"4191",14606,29551,13629,15922,16,15.9,4.5,3.3,8,8.2,40.5,38.4,72.2,74.3,35.8,37.1,47,54
"4192",14607,16144,8276,7868,3.1,4.8,1.3,0.9,17.8,23.7,64.9,64.7,93.7,91.9,30.6,28.2,52,49
"4193",14608,12058,5480,6578,18.4,13.4,4.2,4.8,10.9,12.4,40.3,46.6,66.7,75.3,28.7,33.3,46,55
"4194",14609,42628,20486,22142,14.7,12.6,4.7,3.8,9.8,10.1,45.5,43.4,72.9,75.9,32.1,34.6,49,52
"4195",14610,13655,6583,7072,8.2,7.2,2.9,1.7,5.9,6.9,41.5,34.9,83.4,86.6,40.7,48.5,49,52
"4196",14611,17573,8099,9474,19.4,16.6,5.1,4.5,13.6,10.3,38.5,38.3,67.5,71.3,28.4,34.4,47,54
"4197",14612,35070,17079,17991,11.1,9.6,4.3,4.1,8.8,7.5,40.4,35.1,79.8,80.5,39.6,44.6,49,52
"4198",14613,13112,6102,7010,20.8,14.8,6.9,8,9.9,11.6,39.7,47.9,64.1,69.2,28.6,30.9,47,54
"4199",14614,1105,1016,89,0.7,0,0.9,10.1,26.1,20.2,77.4,100,98.4,89.9,31.9,32.1,92,9
"4200",14615,15776,7761,8015,13.5,11.8,3.9,2.9,8.8,9.2,39.2,40.8,73,77.6,34.6,35.4,50,51
"4201",14616,28688,13395,15293,13.7,8.3,3.9,3.6,8.5,9.8,38,38.3,76,82.8,39.7,43.3,47,54
"4202",14617,23124,10932,12192,13,11.5,4.6,5.4,9.4,5.1,36.6,34.5,76.1,77.5,40.7,44.1,48,53
"4203",14618,22110,10482,11628,11.1,12,4.9,3.8,15.7,15,43.8,37.8,80,80.5,37.6,41.9,48,53
"4204",14619,14784,6857,7927,15,16.8,4.4,5.9,13.3,8.8,43.9,42.7,72,71.8,31.7,34.1,47,54
"4205",14620,26110,12507,13603,6.8,6.3,1.5,1.8,16.3,17.8,57.5,54.6,86.8,86.5,31.3,31.3,48,53
"4206",14621,33789,16089,17700,16.5,13.4,4.3,3.6,14.1,11.7,40.7,40.4,70.9,76.3,30.6,35.6,48,53
"4207",14622,12040,5624,6416,12.2,8.8,3,3.2,7.2,6.5,32.1,34.4,81.1,83,45.5,45.9,47,54
"4208",14623,25877,14089,11788,4.9,6.8,2.3,2.1,42.8,28.2,66.2,53.2,89.5,87,23.5,30.3,55,46
"4209",14624,36097,17367,18730,11.6,10.6,6.1,4.1,11,9.6,39.6,38.2,75.6,81.1,38.5,42.8,49,52
"4210",14625,10484,5063,5421,11.9,9.6,4,3.7,8.7,7,33,31.4,79.6,82.3,45.2,48.8,49,52
"4211",14626,29724,13854,15870,10.1,8.6,3.4,3.1,5.3,7.9,33.9,32.1,80.9,83.7,45.3,47.5,47,54
"4212",14627,2781,1424,1357,0,0,1.5,3.8,98.1,95.4,100,100,98.5,96.2,19.5,19.6,52,49
"4213",14701,40048,19408,20640,13.5,11.7,4.1,5.2,8.9,8.2,36.1,36.9,75.1,77.8,39,40.8,49,52
"4214",14706,6301,2921,3380,9.7,13,2.6,1.1,10.1,13,34,32.2,82.4,79.6,45.6,43.1,47,54
"4215",14707,289,168,121,20.2,13.2,11.9,3.3,13.7,9.9,37.5,36.4,56.5,80.2,21.6,40.8,59,42
"4216",14708,273,125,148,12,17.6,2.4,8.1,1.6,3.4,29.6,33.8,80,58.8,46.5,31.2,46,55
"4217",14709,1514,763,751,14.9,12.5,3.3,4.3,4.3,2.7,27,30.5,75.5,71.9,45.8,42,51,50
"4218",14710,3479,1727,1752,12.7,14.4,3.6,7.5,7.8,3.5,34.3,30.3,77.9,74.4,44.2,45.5,50,51
"4219",14711,1835,945,890,17,15.5,5.2,4.5,4.6,6.3,34,34.5,72.4,72.7,39.5,40.2,52,49
"4220",14712,3586,1682,1904,18.1,12.5,3.2,5.8,6.7,7.9,24.9,27.4,74,80.7,45.7,53,47,54
"4221",14714,572,279,293,15.4,8.5,2.2,7.2,5,5.8,31.5,39.6,70.3,69.3,33.6,34.8,49,52
"4222",14715,2763,1349,1414,9.8,15.2,7,2.5,8.2,5.2,41.1,33.7,77.2,74.9,41.1,39.6,49,52
"4223",14716,3040,1857,1183,6.5,8.6,3.3,7,21.8,8.6,59.9,42.8,87.7,77.1,34.8,37.9,62,39
"4224",14717,683,411,272,21.9,4.4,0,1.5,7.5,14.7,23.4,37.9,69.8,94.1,42.2,47.9,61,40
"4225",14718,2320,1246,1074,11,7.9,3.9,6.6,24.7,15.5,44.2,43.9,83.6,80.4,38.6,40.8,54,47
"4226",14719,3530,1774,1756,14,15.5,4.8,2.4,7.9,7.7,28.7,32.7,74.5,78.5,46.3,44.1,51,50
"4227",14720,724,398,326,11.8,7.1,1.3,3.1,16.6,19,51.3,42.6,77.6,69,31.1,25,55,46
"4228",14721,104,60,44,25,0,0,0,30,20.5,41.7,63.6,70,93.2,20.7,43.2,58,43
"4229",14722,407,204,203,0,0,0,0,32.8,39.4,32.8,39.4,100,100,66.4,65.9,51,50
"4230",14723,1193,628,565,14.8,11.2,1.8,3.4,9.6,6.7,28.8,30.4,76.8,76.1,43.3,43.3,53,48
"4231",14724,2465,1240,1225,17.2,14.3,4.4,6.1,11.1,8.8,29.4,31.7,72.5,71,42.6,40.2,51,50
"4232",14726,2155,1051,1104,20.8,19.5,10.8,9.2,9.2,7.6,37.5,38.4,59.2,59.2,24.8,26.4,49,52
"4233",14727,5090,2646,2444,9.9,11.8,5.1,2.7,7.3,6.5,34.7,31.1,78.3,80.4,44.4,46.5,52,49
"4234",14728,729,400,329,10.8,8.5,2.5,0,12.8,2.7,41.5,30.7,79.8,82.7,42.3,46.5,55,46
"4235",14729,902,482,420,11.6,21.9,5.2,2.9,7.5,7.1,34.9,30.7,81.1,72.9,46.2,41,54,47
"4236",14731,1302,699,603,11.2,10,5.2,2.8,7,5,32,19.7,79.4,83.3,45.8,52.4,54,47
"4237",14732,157,85,72,8.2,1.4,7.1,5.6,5.9,4.2,27.1,26.4,84.7,88.9,53.5,60.8,55,46
"4238",14733,4216,2191,2025,19.5,15.8,5.5,1.1,9.4,6.4,37.2,29.9,67.5,77.7,32.9,43.9,52,49
"4239",14735,2626,1321,1305,15.7,12.8,2.8,3.7,4.8,8.3,33.8,34.3,73.7,77.1,38.8,41.5,51,50
"4240",14736,150,75,75,0,5.3,0,4,0,6.7,26.7,22.7,94.7,85.3,60.3,54.6,50,50
"4241",14737,3998,1979,2019,16,8.2,4.2,4.6,2.9,8.2,32.3,36.4,72.8,80.3,40.3,43.6,50,51
"4242",14738,3700,1856,1844,15.2,7.4,5.2,2.4,9.7,6.3,35.1,35.3,77.5,88.5,42.3,48.1,51,50
"4243",14739,2636,1368,1268,14.9,12.1,6.7,4.1,7.3,9,34.9,39,72.7,76.7,40,41,52,49
"4244",14740,1639,754,885,9.8,6,2.5,5.2,8.4,9.6,30.9,31.5,78.4,82.6,44,50.5,47,54
"4245",14741,2412,1185,1227,13.9,17.3,7.1,3.3,6.4,6.4,37.6,34.2,70.5,75.6,37.5,39.2,50,51
"4246",14742,247,95,152,27.4,0,0,0,6.3,0,6.3,14.5,72.6,100,49,83.3,39,62
"4247",14743,1896,974,922,20.7,17.7,5.6,10.7,5,2.8,35.7,40.3,69.6,66.4,38.3,34.9,52,49
"4248",14744,2310,1098,1212,10.8,6.5,5.5,3.9,42.7,50.6,61.6,67.3,79,86,21,20.9,48,53
"4249",14747,2192,1189,1003,14.6,15.7,5,1.9,7.6,4,31.6,30.2,76.5,79.9,44.9,47.2,55,46
"4250",14748,851,383,468,12.8,21.8,5,3,6.3,10,31.9,35,78.3,62.2,48.1,27.3,46,55
"4251",14750,4448,2117,2331,9.6,12.5,2.7,4.3,6.4,8.6,31.6,33.8,77,79,40.9,44.7,48,53
"4252",14752,174,42,132,0,15.2,26.2,7.6,0,0,26.2,14.4,73.8,77.3,65.5,60.9,25,76
"4253",14753,978,492,486,16.1,13.6,7.9,5.3,6.1,6,37.6,38.5,71.1,79.6,39.4,42.5,51,50
"4254",14754,666,314,352,9.2,12.8,5.1,4.5,6.4,2.8,33.4,37.2,82.2,78.7,46.9,44.1,48,53
"4255",14755,3268,1697,1571,14.1,15.5,4.4,2.9,9.5,5.4,39,31.4,75.3,74.7,37.4,41.6,52,49
"4256",14756,105,9,96,0,0,0,0,0,44.8,0,44.8,100,100,NA,61.1,9,92
"4257",14757,3496,1842,1654,10.3,11.7,2.9,1.2,13.8,7.2,47,34.4,85.5,81.5,40.3,42.7,53,48
"4258",14760,18523,9285,9238,15.3,10.7,2.9,5,10.3,6.6,37.7,34.8,76.4,79.5,38.2,44.8,51,50
"4259",14767,1927,936,991,14.4,13.8,5.8,7.7,10.8,8.3,36.2,38.7,72.2,67.4,37.8,34.6,49,52
"4260",14769,1017,500,517,18,10.1,0,0,3.8,2.3,24.8,19,77.6,88.4,49.5,54.8,50,51
"4261",14770,2896,1543,1353,11.7,9.4,5.9,4.6,9.5,9.1,36.5,38.8,74.9,80.5,43.7,42.8,54,47
"4262",14772,3945,2012,1933,14.1,14.1,4.5,3.2,7.8,7.4,34,33.7,71.3,76,38.2,41.3,52,49
"4263",14774,260,122,138,13.9,21.7,6.6,0,13.1,17.4,45.9,37,58.2,64.5,23.3,22.6,47,54
"4264",14775,2294,1199,1095,16.8,12.1,6.1,3.9,7.8,8.4,37.5,39.3,71.4,78.4,35.9,36.3,53,48
"4265",14777,654,314,340,11.1,5.6,3.8,2.6,13.4,1.2,37.9,20.9,85,83.8,45.8,52,49,52
"4266",14778,1451,681,770,0,0,0,0.5,97.5,99.2,98.7,100,100,99.5,20.4,20,47,54
"4267",14779,6633,3219,3414,13.6,11.5,3.8,3.8,9.9,7.9,36.7,33.1,75,76.1,38.2,42.3,49,52
"4268",14781,2437,1234,1203,15.1,20.7,8.5,6.9,9.2,7.4,36.4,40.7,72.7,68.9,41.1,36.9,51,50
"4269",14782,2762,1326,1436,18.7,24.9,6.9,3.9,7.7,8,38.3,36.1,67.3,65.4,37.4,29.9,49,52
"4270",14783,373,186,187,14.5,7,0,3.2,9.1,13.4,32.3,37.4,73.1,88.2,40.2,46.3,50,51
"4271",14784,708,385,323,5.7,18.6,5.7,0,7,1.2,29.9,28.5,81.3,77.1,49.4,42.1,55,46
"4272",14787,5074,2241,2833,13.3,10.2,2.9,1.6,3.9,7.9,28.7,28.8,80.3,82.1,48.9,49.2,45,56
"4273",14788,232,87,145,1.1,0,4.6,0,2.3,7.6,48.3,46.2,94.3,93.1,48.5,27.9,38,63
"4274",14801,5525,2766,2759,14.8,16,4.8,5.5,6.4,5.7,35.1,37.4,73.1,74.3,40.5,38.7,51,50
"4275",14802,4324,2517,1807,0.8,1.2,3.7,3,87.2,84.1,95.5,92.9,95.2,95.1,19.9,19.9,59,42
"4276",14803,917,460,457,12.4,16.6,3,1.3,7.8,5.7,33.5,31.5,77.2,75.9,43.5,41.5,51,50
"4277",14804,1636,838,798,13,13.7,5.1,4.6,5,6.4,33.1,30.7,74.5,75.7,40.8,44.8,52,49
"4278",14805,1026,510,516,14.1,13.2,4.9,4.7,4.7,14.3,34.1,35.5,75.7,77.7,43,42.5,50,51
"4279",14806,2161,1069,1092,16.3,16.2,5.8,3,6.9,7.5,35.5,32.1,73.2,75.3,42.1,41.4,50,51
"4280",14807,3088,1601,1487,13.6,11.2,4.6,4,5.7,3.4,30.8,27.7,75.8,80.3,44.9,50.5,52,49
"4281",14808,438,248,190,17.7,3.7,0,2.1,8.5,10,26.6,21.1,77.8,94.2,45.3,52.5,57,44
"4282",14809,2345,1215,1130,13.7,9.6,5.3,7.3,7.9,6.3,32.8,40.4,77.8,76.9,45.1,41.8,52,49
"4283",14810,12516,6405,6111,13.8,12.2,3.5,3.6,8.4,7.5,33.4,34.9,79.3,80.9,44.5,44.9,52,49
"4284",14812,3339,1849,1490,12.1,13.8,7.5,5.2,11.3,7.4,44.3,39,76.3,76.2,38,41.4,56,45
