"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"23749",68517,NA,NA,NA,NA,NA,NA,NA,13547,NA,NA
"23750",68520,NA,NA,25750,NA,36131,8229,82614,20000,NA,37404
"23751",68521,27128,14413,32458,21655,38431,27250,45088,38460,70948,53594
"23752",68522,31273,23438,30500,23828,41398,28088,46952,38567,39750,41506
"23753",68523,41786,NA,44219,13571,65417,25469,49135,30385,115833,72232
"23754",68524,31688,18750,32153,20000,41488,25686,40625,42262,56378,27266
"23755",68526,NA,NA,108000,26445,47335,29000,87000,41316,98750,50625
"23756",68527,NA,NA,NA,25938,40694,29943,54932,30583,175350,27059
"23757",68528,22601,28007,44063,15905,36238,23855,41429,31000,70781,38824
"23758",68531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23759",68532,NA,NA,63333,NA,65750,33000,71250,27292,66250,31250
"23760",68601,23060,18000,32444,21864,43150,24830,57306,36023,90938,56667
"23761",68620,42941,NA,30673,13542,33684,19808,51607,28750,46750,56250
"23762",68621,NA,NA,15662,11512,NA,NA,NA,NA,NA,NA
"23763",68622,NA,NA,42727,13750,36042,23750,55714,19375,NA,45833
"23764",68623,NA,NA,21250,17841,24583,11806,NA,NA,NA,NA
"23765",68624,NA,NA,45703,22955,40625,23594,50357,30865,53750,NA
"23766",68626,NA,NA,37750,11806,34762,30000,48542,45000,31250,25000
"23767",68627,NA,NA,46250,20250,40568,21964,27188,38750,NA,NA
"23768",68628,NA,4688,33750,21429,42031,38456,35417,50750,103333,34464
"23769",68629,NA,NA,35556,15938,39375,24500,60000,39375,73750,11563
"23770",68631,36250,NA,41250,20156,41154,27500,NA,31786,NA,NA
"23771",68632,25000,23125,40143,20990,34674,29545,40000,37321,98438,56250
"23772",68633,40417,25536,34342,17313,41979,25815,25521,43750,NA,51250
"23773",68634,22188,NA,36500,20625,42361,21458,NA,NA,NA,NA
"23774",68635,NA,NA,14938,27188,32500,29643,21875,41750,NA,NA
"23775",68636,4643,21607,33594,24167,41625,22396,36875,31250,NA,42708
"23776",68637,NA,NA,36667,11250,12292,11875,NA,51250,NA,NA
"23777",68638,26417,23472,30652,9167,37273,23092,35833,17083,70000,36938
"23778",68640,NA,NA,38438,26250,35417,21645,39688,41442,24125,NA
"23779",68641,31125,NA,35804,20875,32946,25054,53250,22159,62917,36458
"23780",68642,20882,13750,39861,21447,50547,24219,85250,31827,63068,55417
"23781",68643,13750,NA,49250,22917,40938,17292,44167,38676,60833,39643
"23782",68644,70583,NA,32813,21500,43875,21500,NA,31625,40179,NA
"23783",68647,84286,NA,27917,25417,34375,25170,NA,31528,NA,NA
"23784",68648,20417,NA,30865,10313,19917,25250,NA,NA,NA,55893
"23785",68649,31354,NA,43646,11736,40913,17778,50125,31500,109821,40313
"23786",68651,31875,10750,32333,9583,41429,25398,53264,35000,59306,46875
"23787",68652,NA,NA,44688,5625,30833,26250,73750,31136,87917,NA
"23788",68653,14762,NA,41719,20500,34250,30781,NA,46250,NA,NA
"23789",68654,39375,NA,42344,22083,46250,20250,45938,22813,48571,NA
"23790",68655,NA,NA,55417,NA,65417,9722,NA,NA,NA,NA
"23791",68658,13333,NA,33958,16250,41875,30200,38125,31875,NA,43472
"23792",68659,NA,NA,8750,NA,NA,31250,NA,NA,NA,NA
"23793",68660,17813,7125,35331,11750,41750,15139,44167,20313,41607,45625
"23794",68661,31483,9342,39444,17500,42841,22763,49904,34375,78125,69659
"23795",68662,32188,NA,36563,18000,45662,23229,75750,11719,NA,41458
"23796",68663,40833,NA,50179,11250,32969,22500,27188,16563,4750,NA
"23797",68664,NA,NA,47500,18125,45714,26375,61250,NA,NA,NA
"23798",68665,NA,NA,34792,9375,40536,25500,41250,19167,201875,36364
"23799",68666,29886,NA,39583,17109,46477,20185,44605,26094,44167,51310
"23800",68667,NA,NA,36250,NA,NA,16250,NA,NA,NA,NA
"23801",68669,NA,NA,26250,43000,34773,10417,NA,NA,108250,NA
"23802",68701,28898,21605,31569,20524,41023,24375,48102,29974,71154,56985
"23803",68710,45909,NA,38750,21250,46250,20750,22250,26250,NA,23750
"23804",68711,NA,NA,22422,NA,NA,20547,NA,NA,NA,NA
"23805",68713,15833,10833,35185,15833,38864,20605,42143,24167,55750,51125
"23806",68714,45500,NA,41250,16583,30769,23375,39306,52639,56250,43750
"23807",68715,40417,10833,37083,12083,47212,22411,48500,38750,53875,58750
"23808",68716,50521,6250,31875,18750,36944,27679,40179,35000,53750,43750
"23809",68717,NA,NA,NA,21500,37083,30208,NA,NA,NA,NA
"23810",68718,14375,NA,37969,14073,31848,21667,54375,29250,61667,40278
"23811",68719,NA,NA,65625,21023,31250,83500,NA,NA,NA,NA
"23812",68720,NA,NA,18611,19375,28250,15000,64792,50625,NA,NA
"23813",68722,31250,NA,19063,14375,31250,14375,40000,43000,NA,NA
"23814",68723,36250,NA,30909,20605,40729,19327,39583,50500,NA,51607
"23815",68724,NA,NA,28750,6250,NA,18438,NA,NA,NA,NA
"23816",68725,61250,NA,26667,15750,35000,12222,22500,23333,NA,38750
"23817",68726,NA,NA,23011,26250,32130,22500,46667,28750,58750,NA
"23818",68727,NA,NA,42188,20833,37361,21477,27083,21563,38750,60417
"23819",68728,10938,NA,31250,22813,35000,46250,45000,46250,40000,63750
"23820",68729,NA,NA,32500,17500,45543,24063,60417,30469,98750,51250
"23821",68730,37857,NA,36250,21313,40139,25000,41786,29904,42083,54167
"23822",68731,27841,15417,35893,23750,42344,25625,57917,35208,61786,49896
"23823",68732,NA,NA,36250,33125,16726,25278,NA,16042,NA,NA
"23824",68733,19911,NA,41136,21923,35739,21488,43125,41250,29583,59063
"23825",68734,NA,NA,53977,NA,17396,33333,NA,NA,NA,NA
"23826",68735,40833,NA,37788,9911,29688,16833,90288,31406,31250,55577
"23827",68736,NA,NA,33173,27292,52788,32500,54375,45625,NA,NA
"23828",68739,6250,NA,35431,16336,45625,16500,69028,30809,54167,47917
"23829",68740,51875,NA,34583,16458,53750,35089,64861,39063,NA,62083
"23830",68741,16042,25000,47981,21979,46250,30096,NA,26250,NA,59375
"23831",68742,NA,NA,9821,16071,38750,4750,NA,NA,70833,NA
"23832",68743,26250,NA,58606,26806,51071,22750,56250,36406,NA,NA
"23833",68745,NA,NA,31719,20000,48026,23313,51875,27083,84750,45972
"23834",68746,NA,NA,20625,16250,30250,26250,40250,38750,NA,NA
"23835",68747,NA,NA,47500,NA,NA,43542,NA,48409,NA,NA
"23836",68748,24254,23710,36036,18636,36029,28088,50417,33194,43750,42750
"23837",68749,NA,NA,31667,NA,NA,NA,NA,NA,NA,NA
"23838",68751,NA,NA,56250,18125,57500,3750,NA,NA,NA,NA
"23839",68752,16016,NA,45313,16875,39671,19128,31250,33750,67813,NA
"23840",68753,NA,NA,NA,NA,NA,23750,NA,NA,NA,NA
"23841",68755,NA,6563,35833,6875,47500,18906,NA,NA,NA,NA
"23842",68756,23250,11250,33889,22000,45417,14865,45938,31071,51786,53750
"23843",68757,33750,NA,33625,19643,41094,22000,60000,27500,43750,45313
"23844",68758,30833,17917,31000,16111,31806,15625,55313,20000,68750,NA
"23845",68759,15000,NA,48000,4792,18000,22969,NA,16250,NA,NA
"23846",68760,33603,10625,23750,15536,27000,20804,33750,31607,47500,43500
"23847",68761,45625,NA,35417,14375,38929,9868,NA,24375,NA,NA
"23848",68763,30658,18995,32159,18150,35592,24605,38625,37838,56776,51625
"23849",68764,NA,NA,31042,15625,40750,18971,52083,26250,NA,32292
"23850",68765,21250,NA,41979,25000,37917,18036,46667,11458,NA,43750
"23851",68766,NA,NA,36250,15833,26563,17500,NA,NA,NA,NA
"23852",68767,27500,NA,36389,18138,43021,25391,53301,35625,66786,56250
"23853",68768,NA,NA,33750,20417,45500,23421,21000,35000,56667,NA
"23854",68769,65417,NA,39706,17056,32188,15250,51667,31719,12083,48864
"23855",68770,22250,21250,42857,24375,41964,19375,41429,32019,53750,54722
"23856",68771,35938,NA,31635,20078,43750,21000,43333,25750,59583,NA
"23857",68773,NA,NA,36250,10000,85417,NA,NA,NA,NA,NA
"23858",68774,47750,NA,7283,21563,66667,27000,36719,31250,NA,NA
"23859",68776,23662,18664,23451,16186,36393,25074,57778,38819,75117,47019
"23860",68777,21250,NA,35750,13750,38750,20313,42500,23438,NA,46250
"23861",68778,NA,NA,30625,15893,24844,14231,52750,25750,NA,NA
"23862",68779,16042,16193,31429,21311,44306,18490,36786,32132,47250,70500
"23863",68780,51250,NA,36250,16875,42404,20938,47917,23917,NA,73750
"23864",68781,25833,10833,31406,18661,41813,24375,55938,35938,119583,69531
"23865",68783,25556,NA,29688,21364,44688,21607,34821,31339,58750,57083
"23866",68784,21827,19886,34167,25852,31694,25326,29405,34583,65250,38333
"23867",68785,60417,NA,41250,20859,26250,25417,NA,NA,NA,NA
"23868",68786,NA,NA,31484,13750,31813,23750,44583,23036,63750,33571
"23869",68787,NA,NA,30811,25987,41894,21190,39410,31472,47375,41601
"23870",68788,26000,25208,32844,21667,45096,21284,55370,38300,76250,53370
"23871",68789,NA,NA,24688,13125,48214,27656,NA,NA,NA,NA
"23872",68790,NA,NA,32396,20455,40078,22813,31563,35000,42813,20625
"23873",68791,16458,6250,42396,19500,41103,22826,47031,21500,58333,56979
"23874",68792,NA,NA,22222,13125,21964,27083,39583,26250,NA,NA
"23875",68801,22926,19775,32434,20291,32649,22521,40403,33403,70270,60388
"23876",68803,31458,27197,38548,21002,39743,25394,52077,33482,82083,46071
"23877",68810,30972,10724,30278,24375,34583,19125,56019,41833,NA,NA
"23878",68812,NA,4500,44063,26458,33750,21667,41429,36477,54688,43333
"23879",68813,18750,NA,28889,21500,33500,20455,84063,18125,NA,17917
"23880",68814,24688,4306,36250,17500,33214,26667,41250,28750,23750,NA
"23881",68815,NA,NA,36563,17083,37757,23750,20000,32500,NA,23750
"23882",68816,NA,NA,30208,NA,NA,NA,NA,NA,NA,NA
"23883",68817,16750,NA,39375,15250,19444,17250,NA,NA,NA,NA
"23884",68818,47679,31667,41938,21591,44688,22446,44907,31923,63958,46548
"23885",68820,NA,NA,23929,20500,27279,26875,NA,44375,NA,NA
"23886",68821,NA,NA,45313,NA,6750,33333,NA,NA,NA,NA
"23887",68822,24438,21000,31522,21203,37202,27260,53438,32014,70313,76477
"23888",68823,28194,7000,28289,12074,30764,15221,38636,26250,54167,NA
"23889",68824,5938,22083,39125,9671,39464,36016,47679,21375,52250,58750
"23890",68825,27083,NA,38056,10972,32500,25652,35000,41964,90417,37917
"23891",68826,47926,NA,27101,17670,46758,26145,31588,25577,110304,42277
"23892",68827,13333,NA,38750,19205,35313,22917,48750,37917,NA,NA
"23893",68828,NA,NA,26528,4583,32031,14375,NA,NA,NA,NA
"23894",68831,32250,NA,40000,26477,40536,39000,35000,38281,105500,58750
"23895",68832,19464,NA,47750,16250,49886,27500,51875,22500,70000,52321
"23896",68833,NA,NA,25833,11875,30625,13125,55625,34000,NA,NA
"23897",68834,NA,NA,53365,25625,63056,27083,NA,NA,NA,NA
"23898",68835,NA,NA,34167,18750,32115,21731,26750,16667,NA,42500
"23899",68836,52917,19375,37639,15739,39375,28750,66250,31818,66250,50625
"23900",68837,NA,NA,44000,11500,NA,NA,NA,NA,NA,NA
"23901",68838,NA,NA,35893,9196,36875,26042,NA,NA,NA,NA
"23902",68840,24375,20069,38566,19167,32721,18906,47500,31083,63750,48438
"23903",68841,42917,6250,38281,25536,40962,25000,60417,33750,NA,60833
"23904",68842,48750,NA,30938,20000,31250,14063,39286,33125,NA,NA
"23905",68843,27500,30417,29375,17292,53000,22361,50625,31250,50750,33958
"23906",68844,NA,NA,45435,6458,23333,NA,26786,50278,NA,NA
"23907",68845,25302,20682,29150,17377,40794,23238,55208,33225,62238,60333
"23908",68846,NA,26250,25750,19583,52500,14464,48125,42917,NA,41875
"23909",68847,19286,20912,33472,20575,33841,24797,44340,33121,58611,50724
"23910",68849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23911",68850,26062,21352,30583,21061,31689,22231,36398,36411,46250,49375
"23912",68852,17917,6667,32167,10625,45313,26667,56563,49375,NA,25625
"23913",68853,4205,19063,44219,16184,34375,22639,55750,30536,46471,20833
"23914",68854,29063,NA,27344,25417,27250,22059,36711,22969,31136,NA
"23915",68855,NA,NA,40250,11667,38750,17500,58750,36328,NA,NA
"23916",68856,32083,NA,40833,15000,34375,18750,51875,40938,70313,44063
"23917",68858,14000,NA,11750,NA,27500,17361,32292,38750,27083,NA
"23918",68859,21000,NA,40694,14333,36406,7045,NA,23750,NA,NA
"23919",68860,NA,NA,31250,22083,27500,11250,NA,52500,NA,NA
"23920",68861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23921",68862,11429,9219,31350,11734,38361,19500,59750,33750,53438,46563
"23922",68863,13125,NA,35132,21250,37813,20139,28594,43750,NA,NA
"23923",68864,31563,NA,38269,12162,28571,17426,47386,35357,NA,28750
"23924",68865,38542,NA,41500,46806,46607,26875,79148,32115,99167,44400
"23925",68866,20833,NA,43125,18125,39286,25156,55250,31250,NA,41875
"23926",68869,26250,24583,26372,22969,40833,11818,44583,21786,48333,48214
"23927",68870,NA,NA,17292,21786,43854,32344,44063,37813,32917,NA
"23928",68871,NA,NA,31607,NA,49583,24750,NA,NA,NA,NA
"23929",68872,NA,NA,42647,18889,26442,26726,42750,30114,NA,NA
"23930",68873,40750,NA,39414,25789,30769,26523,72109,35592,56111,42763
"23931",68874,23036,15000,34097,21667,33625,14196,32250,38000,NA,NA
"23932",68875,22188,3000,36579,11250,23625,16250,NA,30313,NA,53125
"23933",68876,37917,8750,36346,21979,46250,20673,37045,34063,52917,36528
"23934",68878,4167,NA,27813,33125,32083,16458,43750,41875,NA,NA
"23935",68879,28750,NA,20833,15313,32625,15750,70625,NA,NA,NA
"23936",68881,NA,NA,NA,NA,NA,8929,64688,NA,NA,NA
"23937",68882,NA,NA,26875,19519,35333,17222,37813,20938,NA,NA
"23938",68883,28333,5833,40625,21759,41836,22656,39038,31923,53854,47422
"23939",68901,31422,22760,32083,20458,37057,23429,49318,32294,57798,49331
"23940",68920,21750,NA,30625,9583,30938,16058,31250,25625,65682,38750
"23941",68922,33750,3750,38646,24000,45156,23512,50833,36000,34688,NA
"23942",68923,NA,NA,53750,37813,44375,6250,NA,NA,NA,NA
"23943",68924,5833,13438,30526,25341,35938,23875,40250,33000,12292,NA
"23944",68925,25833,NA,31400,20833,26333,31875,46429,35179,NA,NA
"23945",68926,21250,4091,19695,11711,40375,14063,33750,4375,11786,NA
"23946",68927,31786,4688,32313,20000,36696,25000,52188,38125,NA,39091
"23947",68928,NA,11875,28438,18500,26058,17917,44375,39583,NA,44167
"23948",68929,NA,NA,26750,18750,34167,21250,NA,NA,NA,NA
"23949",68930,NA,NA,29844,9808,41500,16771,27308,42083,53750,48750
"23950",68932,NA,NA,11563,NA,19750,28333,17083,23750,NA,NA
"23951",68933,23068,NA,31339,23333,40000,22321,52292,16750,108125,66875
"23952",68934,NA,NA,50417,NA,NA,NA,NA,NA,NA,NA
"23953",68935,NA,NA,29615,12321,30750,30938,52708,20833,53333,NA
"23954",68936,NA,NA,16250,NA,11875,37596,NA,NA,NA,NA
"23955",68937,20417,NA,37054,17768,32955,25110,42321,33333,39063,72708
"23956",68938,NA,NA,31458,15500,32500,27000,31125,14375,26250,58125
"23957",68939,27083,NA,27321,11250,36719,21875,37500,31250,36667,25000
"23958",68940,NA,NA,41250,20625,48958,13125,52639,45972,NA,NA
"23959",68941,9375,NA,31176,22250,42625,11563,33611,31250,33750,72917
"23960",68942,NA,NA,21759,18333,26250,12250,NA,28906,NA,NA
"23961",68943,4375,NA,27083,14375,27000,30625,40625,NA,NA,NA
"23962",68944,19583,11500,31600,25000,39821,20263,47981,27083,NA,56250
"23963",68945,NA,NA,32177,30484,21979,13500,NA,49844,NA,NA
"23964",68946,NA,NA,NA,NA,23750,28750,NA,NA,NA,NA
"23965",68947,55417,NA,37083,12292,40583,21875,81875,19792,60000,48125
"23966",68948,NA,NA,28750,NA,42250,14286,NA,NA,NA,NA
"23967",68949,23600,23750,36429,16806,39875,24167,47292,36204,39844,40625
"23968",68950,13750,NA,37768,21548,29688,19063,128333,40625,NA,NA
"23969",68952,NA,NA,64375,NA,NA,25000,NA,NA,NA,NA
"23970",68954,NA,NA,NA,NA,45729,NA,NA,NA,NA,NA
"23971",68955,NA,NA,37083,20000,42337,30833,67885,30909,49688,53906
"23972",68956,NA,NA,36500,11000,43631,27500,58750,35536,54250,20000
"23973",68957,NA,NA,46250,15602,45606,32679,31071,42083,NA,NA
"23974",68958,NA,NA,31250,17292,35694,32000,76250,31875,NA,43750
"23975",68959,30288,4667,38824,17941,46618,25057,54840,32118,71058,50978
"23976",68960,NA,NA,32500,NA,NA,36750,91750,NA,NA,NA
"23977",68961,13750,NA,45417,16250,35547,17452,34000,57917,18125,41250
"23978",68964,NA,NA,35167,50972,46875,NA,NA,NA,NA,NA
"23979",68966,NA,23182,22813,22292,34038,30524,98409,39375,NA,25625
"23980",68967,9444,NA,36250,24750,49167,19329,53906,25000,62188,31875
"23981",68969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23982",68970,18693,10469,26912,12222,41563,20833,30556,43750,22212,49583
"23983",68971,NA,NA,28750,21250,28295,23036,43750,40568,NA,NA
"23984",68972,NA,NA,31833,10625,29583,11346,NA,NA,NA,NA
"23985",68973,31250,NA,40500,22500,32188,29125,40000,21250,NA,42083
"23986",68974,NA,NA,63750,16875,47917,16250,NA,NA,NA,NA
"23987",68975,NA,NA,40625,NA,19375,25469,NA,31750,NA,NA
"23988",68976,NA,NA,35833,NA,40625,27083,NA,NA,NA,NA
"23989",68977,NA,NA,9583,22500,27266,14625,63750,NA,NA,NA
"23990",68978,15795,23625,27277,19896,32589,24727,21641,31875,43807,145313
"23991",68979,18162,30417,39464,22708,33542,21029,49318,29167,57500,56250
"23992",68980,22813,NA,38750,23750,36250,26012,49028,51250,NA,NA
"23993",68981,NA,NA,50750,23750,37188,31000,77500,50833,NA,NA
"23994",68982,30625,NA,32500,13750,32440,23750,34375,29375,NA,41563
"23995",69001,30735,16413,32686,16514,34280,21383,50909,36705,70938,39598
"23996",69020,24063,NA,30625,20114,19688,20250,191016,63500,NA,NA
"23997",69021,NA,NA,24257,18750,30781,23750,53393,23750,89583,43750
"23998",69022,NA,18571,38152,15729,45000,22125,49063,22188,51250,96250
"23999",69023,NA,NA,56944,NA,37768,25278,NA,44659,NA,NA
"24000",69024,NA,NA,40913,14333,34955,26212,90167,NA,31250,44100
"24001",69025,21563,NA,24500,20536,47788,22396,60357,37679,37500,30833
"24002",69026,NA,NA,6771,11042,36250,18173,NA,NA,NA,NA
"24003",69027,NA,NA,NA,NA,32639,NA,NA,NA,NA,NA
"24004",69028,28542,3750,35125,16250,57500,20208,43125,39167,68750,49792
"24005",69029,NA,NA,40625,23750,40000,13125,26250,19375,NA,46250
"24006",69030,13750,NA,41719,26250,39063,27917,33750,16944,NA,NA
"24007",69032,32917,NA,36250,13750,34375,9323,26111,38839,51458,NA
"24008",69033,26875,4000,35583,14900,31528,22931,51667,31838,46000,NA
"24009",69034,NA,NA,38750,10357,48333,20313,32250,21750,NA,9861
"24010",69036,NA,NA,53750,NA,NA,NA,NA,NA,NA,NA
"24011",69037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24012",69038,22500,NA,31250,13125,31250,20938,67656,21667,NA,NA
"24013",69039,NA,NA,17500,NA,NA,15417,NA,NA,NA,NA
"24014",69040,32656,8958,29250,10139,33333,20833,11607,26250,NA,12143
"24015",69041,NA,NA,20417,NA,38750,21250,NA,NA,NA,NA
"24016",69042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24017",69043,16250,NA,26667,10208,21667,20313,50000,22500,43750,NA
"24018",69044,NA,NA,32500,15852,25833,33864,NA,NA,NA,NA
"24019",69045,35724,NA,16875,11406,30833,12974,53438,12292,35625,13750
"24020",69046,18125,NA,NA,19375,24583,28125,NA,NA,NA,NA
"24021",69101,25764,15714,37264,14466,45489,21590,60536,32486,60645,52800
"24022",69120,30682,NA,36750,15865,38750,21500,61000,48000,NA,49063
"24023",69121,31250,NA,31250,13750,25833,19167,21875,19500,NA,45313
"24024",69122,16500,11875,37763,13333,22188,23750,39750,48750,46250,NA
"24025",69123,35625,NA,29500,17788,42857,17500,86875,26250,64219,51875
"24026",69125,NA,12188,27159,9338,26667,16875,NA,NA,40938,NA
"24027",69127,24808,NA,25000,19803,41094,20938,110179,6667,67604,NA
"24028",69128,NA,NA,66667,6016,28438,17750,NA,34167,NA,NA
"24029",69129,NA,NA,33750,20859,32188,15341,49250,31667,29500,62188
"24030",69130,28659,10682,36083,22070,37011,21250,60850,32450,25250,48125
"24031",69131,NA,NA,29375,14583,45000,20804,48125,65833,NA,53125
"24032",69132,NA,NA,21875,NA,NA,12000,33333,29844,NA,NA
"24033",69133,10000,16250,41250,23438,36964,13750,12750,36875,NA,26875
"24034",69134,NA,NA,83393,22679,36563,30417,42969,41071,NA,212788
"24035",69135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24036",69138,37596,4306,34864,11786,46875,12333,50875,29659,76000,51719
"24037",69140,53472,NA,39375,16544,36071,26424,50833,22014,58750,42188
"24038",69141,NA,NA,40000,18750,32083,21250,46667,38750,13750,62500
"24039",69142,NA,NA,40938,58750,60469,NA,NA,NA,NA,NA
"24040",69143,NA,NA,50750,20208,56488,30217,31406,36103,NA,60938
"24041",69144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24042",69145,17813,16607,31776,13942,37574,19025,56000,39375,49063,13750
"24043",69146,NA,NA,36538,NA,17083,20125,NA,NA,NA,NA
"24044",69147,NA,NA,25208,NA,23365,20950,14514,16250,NA,38750
"24045",69148,NA,NA,36250,NA,17708,NA,NA,40375,NA,NA
"24046",69149,20625,NA,30179,26250,38269,20804,130417,40833,86667,66250
"24047",69150,32500,4167,42708,20417,37656,14375,58068,32188,NA,NA
"24048",69151,15417,NA,33750,20417,47656,19107,44167,18750,64583,40833
"24049",69152,50000,NA,30750,10000,26250,16167,34464,16250,62813,45536
"24050",69153,37782,13875,37413,15208,41553,22596,51318,27188,52750,42396
"24051",69154,4531,8333,29722,22847,23681,20714,52083,16500,35833,43125
"24052",69155,20938,8750,49107,15417,51375,13646,52656,31250,37813,49821
"24053",69156,NA,NA,34375,20893,29250,39375,53750,41750,96250,17500
"24054",69157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24055",69161,NA,NA,NA,NA,76500,NA,NA,NA,NA,NA
"24056",69162,20954,11750,28750,18786,43151,25908,51650,36875,85313,44091
"24057",69163,NA,47679,29500,5625,33750,19306,45000,6429,41875,NA
"24058",69165,7083,NA,41607,15069,54539,19000,51750,34464,85000,36250
"24059",69166,NA,NA,31389,11875,31875,20000,41042,32500,4792,32250
"24060",69167,NA,NA,44375,35625,58125,16250,32500,38750,NA,NA
"24061",69168,25625,NA,27500,9375,36250,20833,48333,NA,21607,NA
"24062",69169,26429,NA,24583,18125,43214,23125,30625,32500,NA,44167
"24063",69170,45313,NA,38333,16667,54063,7400,41750,24792,NA,NA
"24064",69171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24065",69201,31250,4491,35511,16536,40000,24200,51336,12077,40455,50510
"24066",69210,12303,NA,30882,13929,35294,16686,43750,22188,45250,27361
