"","Id2","M_MedianEarnings_LessThanHighSchoolGraduate","F_MedianEarnings_LessThanHighSchoolGraduate","M_MedianEarnings_HighSchoolGraduate","F_MedianEarnings_HighSchoolGraduate","M_MedianEarnings_SomeCollegeOrAssociate'sDegree","F_MedianEarnings_SomeCollegeOrAssociate'sDegree","M_MedianEarnings_Bachelor'sDegree","F_MedianEarnings_Bachelor'sDegree","M_MedianEarnings_GraduateOrProfessionalDegree","F_MedianEarnings_GraduateOrProfessionalDegree"
"16310",49203,20708,21480,29604,17600,36194,24383,54604,36720,71942,53599
"16311",49220,10625,NA,38929,18409,36827,23708,41917,41042,NA,16607
"16312",49221,9660,7114,30821,16545,37424,21128,56262,35417,73971,41919
"16313",49224,26522,12222,25324,15515,34813,22308,36905,29909,69375,56793
"16314",49227,15833,20417,29896,18438,43611,21875,45833,30781,NA,62813
"16315",49228,10750,NA,30688,16477,48622,22850,61346,35125,81875,48750
"16316",49229,29219,26319,46336,23750,47679,26212,62625,37500,71339,70893
"16317",49230,9028,12250,38491,15920,36488,23459,56395,40165,97931,49034
"16318",49232,14583,26667,24167,22054,39583,26339,58750,41154,118750,57500
"16319",49233,8750,NA,17250,17212,42895,29236,57143,39196,13375,66354
"16320",49234,NA,NA,31042,22000,51435,12443,62708,43718,200357,91042
"16321",49235,27250,6875,35924,20903,47813,27279,45625,45000,NA,52159
"16322",49236,NA,NA,35357,20682,40510,25362,58750,32083,72917,42500
"16323",49237,30682,NA,37292,17132,42216,23333,24250,26875,67969,62000
"16324",49238,21875,8000,39091,15000,66875,19484,31667,38750,142596,67083
"16325",49240,40893,27543,41094,28327,49207,30795,53704,43309,55391,57065
"16326",49241,35865,NA,42891,28044,41333,29500,33750,60313,NA,63125
"16327",49242,15735,10536,28547,17067,35349,23175,59583,36849,76667,62933
"16328",49245,14620,21250,31546,17292,35625,25174,45000,39167,70417,68646
"16329",49246,NA,NA,28750,19250,34402,40833,81071,53214,54680,62222
"16330",49247,16250,15833,27422,23833,37198,26985,52917,17169,64375,38958
"16331",49248,23750,17500,29583,23929,32500,25833,40833,59167,NA,64063
"16332",49249,31250,NA,29007,21505,50357,26750,71250,51429,75673,13250
"16333",49250,22011,13333,32944,19479,43618,25056,53882,29000,72917,60000
"16334",49251,14904,12188,38276,20833,47125,28902,58409,49722,85000,62083
"16335",49252,16125,9375,32708,23194,40278,21654,46250,32222,73750,28750
"16336",49253,17206,NA,12069,15385,31932,34087,40391,36250,53684,54107
"16337",49254,11250,NA,22833,33516,23431,14476,22284,32778,NA,6728
"16338",49255,22857,14000,30219,28750,36094,32361,52500,13750,NA,NA
"16339",49256,30833,17206,30952,21406,41477,25625,52500,47750,53214,45000
"16340",49259,NA,26563,44009,25188,56220,38438,68750,43500,NA,42813
"16341",49261,NA,NA,49135,NA,NA,10227,NA,NA,NA,NA
"16342",49262,12188,14167,25313,19750,31477,16510,53250,8472,47917,57917
"16343",49263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16344",49264,NA,30893,24402,17750,47292,23482,36250,74750,NA,NA
"16345",49265,32125,15833,38641,14227,32051,32821,71500,25893,66364,56307
"16346",49266,37750,20887,39773,21420,24635,21563,42917,11976,59375,31875
"16347",49267,7321,25556,39702,15697,53203,13958,55000,53125,76607,48750
"16348",49268,NA,3971,39844,19313,41875,21607,NA,9167,NA,23750
"16349",49269,21050,4792,42609,23333,41544,34539,51250,39432,60583,68889
"16350",49270,25250,18438,37083,23051,49896,31898,82045,50809,98750,64213
"16351",49271,13365,14063,24167,19904,27045,21538,75795,29688,96250,58929
"16352",49272,23188,NA,46250,18333,58333,31842,49479,58688,NA,NA
"16353",49274,16500,13438,26324,17174,41250,18977,51071,50417,63333,50417
"16354",49276,NA,NA,34625,27500,42344,27000,37083,43214,NA,NA
"16355",49277,14531,NA,35455,20859,42656,30347,72273,32321,75417,90833
"16356",49279,NA,NA,42500,32188,48438,14438,60357,35000,NA,35000
"16357",49282,8786,NA,15000,21875,NA,NA,NA,NA,NA,NA
"16358",49283,NA,NA,48983,16288,22250,28250,62885,44519,49861,32303
"16359",49284,20809,7813,27340,14620,42083,25982,65417,48125,140208,70114
"16360",49285,10625,30417,38145,21667,44708,27042,49917,46563,70625,64236
"16361",49286,23864,12216,32596,24432,42183,30601,69609,30000,78229,51339
"16362",49287,NA,NA,43750,15750,50417,26691,57292,43594,95313,36786
"16363",49288,29250,3750,29000,15962,30000,23542,37500,28333,NA,42083
"16364",49289,37813,NA,50833,18333,NA,26719,NA,NA,NA,NA
"16365",49301,33472,NA,41693,13378,55584,38038,82158,40962,124583,67569
"16366",49302,31063,22069,45144,25329,52684,31763,75682,36486,76086,64034
"16367",49303,17969,NA,43409,21319,51328,31154,73068,45333,NA,NA
"16368",49304,4815,4722,35357,23359,21250,17813,16875,44750,4861,43913
"16369",49305,27000,18125,33750,25000,26500,23438,33750,30729,15938,33333
"16370",49306,26875,18333,33355,23894,50523,27524,68843,49350,84792,61450
"16371",49307,20063,9375,35745,20188,25579,22438,36144,28161,59706,52981
"16372",49309,20536,8750,30125,13750,27500,11979,53125,9375,NA,NA
"16373",49310,22219,27857,33458,16023,38625,22321,44167,50357,32188,43125
"16374",49312,NA,NA,33125,30000,23750,9000,NA,NA,NA,NA
"16375",49315,30139,12458,42467,21320,49250,24911,66838,39602,63419,54821
"16376",49316,39500,14129,48990,20861,52635,24232,62609,41789,89688,52231
"16377",49318,14653,4375,29750,19926,46389,25938,26667,20809,44205,NA
"16378",49319,24076,18877,36307,21835,46827,29740,58167,41161,71159,49444
"16379",49320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16380",49321,22273,20136,27418,21769,36723,26095,51635,41063,64632,48696
"16381",49322,36250,NA,21528,21250,31250,23750,32000,41500,35000,95313
"16382",49323,26328,NA,43077,23645,58000,23148,74010,30352,21417,97667
"16383",49325,15313,NA,42308,21875,54615,22176,59688,14659,95278,NA
"16384",49326,36067,NA,31892,17375,48864,24012,67813,165048,75121,47155
"16385",49327,24844,17670,30346,16652,49844,27333,34375,34722,65938,77500
"16386",49328,16750,8819,37426,20368,43831,21583,75500,30417,52344,42500
"16387",49329,30183,7232,32261,18750,42063,27440,58267,30875,75865,51000
"16388",49330,9559,4879,32460,18075,42663,26985,40625,26563,NA,50000
"16389",49331,19479,20804,36761,23733,40421,26959,53529,41984,74032,68042
"16390",49332,8750,15859,24167,13426,31406,20132,13750,102583,21750,53164
"16391",49333,37674,23125,36875,17830,46629,25801,55388,38090,66250,41250
"16392",49335,NA,NA,NA,NA,56250,9643,NA,NA,NA,NA
"16393",49336,11918,11813,28056,12031,39167,21218,54375,52083,15179,31000
"16394",49337,19500,21528,34395,18391,41224,20417,43500,41193,77000,64773
"16395",49338,19531,NA,38176,23214,43750,12222,51458,21823,NA,NA
"16396",49339,21875,35417,42125,23854,52500,28864,43889,34135,36667,50156
"16397",49340,15903,8875,35859,19783,35924,21734,45655,40000,50625,56875
"16398",49341,38616,6705,42188,24821,50273,29099,68425,34966,85978,55556
"16399",49342,6250,31875,32614,17143,26250,19069,53125,19773,61071,54722
"16400",49343,28309,12292,32455,16384,34659,28690,53750,21719,65089,75833
"16401",49344,26932,NA,39149,20714,50686,31887,50833,46591,51429,78750
"16402",49345,17176,14464,41631,23117,43669,26744,52297,36325,70694,56969
"16403",49346,26071,18333,26759,12346,34219,25000,56042,38056,21250,61875
"16404",49347,30625,NA,25000,11563,46250,20833,62917,40417,NA,127813
"16405",49348,32795,25417,36755,20570,46799,23871,70917,33021,51339,61875
"16406",49349,31065,10714,31061,17043,44063,24643,63750,34583,81094,62917
"16407",49401,17438,NA,40739,24306,41495,23717,49135,33967,60787,47813
"16408",49402,26250,16667,21458,16813,41250,24375,29583,13750,41250,75139
"16409",49403,13241,6786,42125,21875,48750,19545,71528,26250,105625,66477
"16410",49404,47344,8571,32208,21125,46336,20114,56806,41696,83000,49353
"16411",49405,18571,3750,29500,16250,21458,22885,49375,25833,NA,59688
"16412",49406,NA,NA,NA,14688,16538,25000,40417,72955,83333,45385
"16413",49408,26765,12946,32742,17143,33918,18125,57574,18942,48164,50192
"16414",49410,17188,10000,21875,9107,24750,21875,53333,16875,6563,68750
"16415",49411,62500,9750,25833,19375,37386,20556,42188,9000,64000,70625
"16416",49412,17813,11484,31035,20132,44924,21027,50170,35833,71250,75100
"16417",49415,23750,6719,31755,18319,37727,30938,82576,40313,63375,67353
"16418",49417,30602,18382,30708,19612,39518,23109,68598,35860,74091,60234
"16419",49418,19358,11780,41389,20586,40536,27897,50630,36645,60909,52700
"16420",49419,43403,10221,36534,23561,48010,21929,61711,27727,71042,46500
"16421",49420,13510,6923,24856,19946,26429,20278,52656,18500,46667,40650
"16422",49421,22679,10234,26810,14632,38250,22260,42500,31875,52917,53750
"16423",49423,29394,11083,30121,20238,37035,23975,61079,31858,61700,52311
"16424",49424,21615,16291,35082,20712,42933,23972,66250,29408,84306,41157
"16425",49425,35889,8125,29185,7202,45515,24348,22422,28125,NA,70833
"16426",49426,25208,14750,39418,17860,50353,27313,75582,39437,75446,67593
"16427",49428,37095,6131,36766,17179,47244,26535,55020,32329,66518,57667
"16428",49431,23990,9375,28467,19111,35000,22462,56000,34022,61932,62569
"16429",49434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16430",49435,34327,NA,33684,20673,42083,25197,50250,20889,90000,76111
"16431",49436,15729,25865,22500,4861,21771,19293,35375,10417,20417,48750
"16432",49437,22625,17500,34574,21114,41638,24712,59091,31190,61042,65833
"16433",49440,NA,NA,31927,11985,14917,NA,22109,46214,NA,NA
"16434",49441,19600,8537,31154,22346,39545,22808,53422,39196,88807,50603
"16435",49442,23063,14043,25027,21321,27599,20294,39244,31216,54200,41771
"16436",49444,16849,10194,21528,17159,37869,21835,58000,40393,59231,51600
"16437",49445,20250,15675,30677,15352,41791,27966,63505,41559,78229,46776
"16438",49446,20417,10208,30250,22019,40000,35380,45938,31250,64464,22917
"16439",49448,53625,5714,31115,14706,46875,30075,52143,57778,71477,42708
"16440",49449,16625,NA,30938,19643,30417,22708,47500,31250,54167,19375
"16441",49450,17799,3788,26500,14423,36842,30446,NA,48906,NA,NA
"16442",49451,19015,11250,32610,17056,41500,23646,47500,35057,77188,59643
"16443",49452,43750,NA,23565,15000,29800,23194,41538,60294,NA,57500
"16444",49453,37639,7083,40938,26172,31800,15707,75284,49861,74000,43684
"16445",49454,24125,11313,26927,16333,28698,20893,45208,26607,64167,68333
"16446",49455,26176,10950,22583,21813,38214,23393,14358,33750,66944,62895
"16447",49456,31684,11250,33750,19173,46090,23082,67292,38358,97026,56466
"16448",49457,29485,8250,36411,15963,42462,25774,71719,50272,63750,63846
"16449",49458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16450",49459,14250,13083,25096,14583,36063,16786,48750,51875,NA,NA
"16451",49460,21289,16458,30000,24958,47575,28451,70100,36058,104750,55074
"16452",49461,25625,12273,31683,23843,44283,21944,60819,45212,33906,59375
"16453",49464,30875,21000,42958,19532,46149,14194,66835,35616,82222,44643
"16454",49503,16457,15951,20210,19826,19211,23558,41007,31029,55000,49253
"16455",49504,16611,16795,24542,20321,33144,24659,47465,35761,68558,56958
"16456",49505,18560,10417,31766,24653,34918,21802,44310,38095,62935,48500
"16457",49506,16332,11799,25774,22065,32265,26959,56419,30856,81190,54063
"16458",49507,16459,15724,27292,17877,26847,23053,47589,32500,42791,50275
"16459",49508,21107,14634,31939,21532,38317,25400,44286,32380,60844,40840
"16460",49509,24104,12157,30039,22939,33932,24159,41204,25350,44821,57696
"16461",49512,7228,29167,26817,22650,37226,24849,56338,40264,66818,42500
"16462",49519,25562,15075,30399,21979,36016,25315,49646,33294,66106,51063
"16463",49525,16731,17074,32969,26542,37023,26744,54155,35224,84063,60403
"16464",49534,37708,NA,41155,21417,48922,26829,61757,40181,70438,62583
"16465",49544,30484,23399,30642,25022,35852,30915,36250,28984,57232,37000
"16466",49546,16941,12821,29316,21071,44076,30525,59125,28210,97536,54250
"16467",49548,23951,14177,31313,20922,32458,24923,49077,28824,56042,42983
"16468",49601,25531,11833,31321,18789,31081,20800,48708,32361,90370,62667
"16469",49611,NA,NA,30000,11058,NA,NA,NA,NA,NA,NA
"16470",49612,8438,4250,27941,17578,18250,20833,37917,7321,69063,40000
"16471",49613,7917,NA,31563,15556,28516,17500,43750,NA,56250,74375
"16472",49614,19635,11667,26912,20476,37159,22292,47083,35547,60938,48750
"16473",49615,11719,18333,28333,16324,31146,14125,26875,26477,72222,50662
"16474",49616,22857,12917,23313,16250,32500,18500,54583,22813,70313,45972
"16475",49617,9861,18313,36563,19310,22313,20179,47083,31500,14375,6771
"16476",49618,40625,NA,26667,12396,38906,18125,NA,35000,NA,NA
"16477",49619,16786,NA,24038,20833,28125,17500,44063,18438,NA,43750
"16478",49620,28750,9583,26500,15625,32885,25694,41250,26250,NA,38750
"16479",49621,4464,21563,28636,20833,29911,21579,36667,22292,38542,26250
"16480",49622,21719,NA,22045,17500,27875,24545,44265,35833,41500,45625
"16481",49623,NA,5938,20469,16974,53750,21667,31250,16250,NA,NA
"16482",49625,14375,23750,22404,24583,32083,23125,34375,41250,26250,24375
"16483",49626,NA,NA,30536,13750,60357,19250,NA,NA,NA,NA
"16484",49627,NA,NA,NA,31012,147955,NA,NA,NA,NA,NA
"16485",49628,29038,NA,11250,16250,3750,12125,NA,NA,NA,NA
"16486",49629,32639,25208,20417,15469,36875,18462,58906,37250,55192,12321
"16487",49630,NA,NA,29583,25139,31591,30952,35096,24167,76042,45625
"16488",49631,25625,16250,30709,20833,36250,21250,43750,15179,33125,20833
"16489",49632,22422,12500,29583,20833,26579,15917,44583,7188,NA,NA
"16490",49633,24219,13542,33889,17250,35000,21131,19167,29531,92500,55694
"16491",49634,NA,NA,NA,23750,NA,28125,NA,NA,NA,NA
"16492",49635,9712,21875,31944,17632,39167,23942,49792,13500,50833,30375
"16493",49636,NA,NA,8611,NA,34000,NA,21500,33250,54792,155000
"16494",49637,20000,NA,23250,19186,31786,25659,47417,55536,131250,37917
"16495",49638,6875,8571,23333,22917,34063,20833,46875,63438,70000,NA
"16496",49639,15893,NA,26181,25022,38125,22250,40694,17500,32813,40714
"16497",49640,20469,NA,40625,18750,24792,20667,45625,23125,28333,11250
"16498",49642,16875,NA,33125,9000,30341,17188,NA,NA,NA,NA
"16499",49643,11776,16071,33348,21902,30700,26761,48839,27313,35208,27257
"16500",49644,17031,NA,19635,19792,28864,19063,NA,41563,NA,NA
"16501",49645,37273,20469,29625,12337,28125,22778,48333,37917,NA,64375
"16502",49646,25667,15250,31939,18327,26987,25342,39938,13125,61250,47212
"16503",49648,12188,15000,24722,19766,42407,21875,56667,34063,85417,30938
"16504",49649,25417,9107,15952,24697,40303,25272,47500,36250,63750,54167
"16505",49650,NA,NA,26250,14821,44050,30605,46650,44819,95074,79213
"16506",49651,20469,8125,29615,18333,33512,15959,54511,28958,47250,55000
"16507",49653,2750,11500,19917,18542,27460,28500,43125,20000,66250,14375
"16508",49654,NA,NA,31750,NA,15167,20962,75250,30250,134250,NA
"16509",49655,26250,16750,28977,21974,34000,26250,48750,31563,86875,43125
"16510",49656,21563,10625,20417,14679,31364,11667,16667,19167,NA,NA
"16511",49657,32375,10000,39483,13506,40500,25398,50313,29000,60625,46719
"16512",49659,23229,9250,25000,16635,34000,11801,35590,21579,21250,32500
"16513",49660,13194,12000,21450,20426,37941,22147,42353,31346,57026,46167
"16514",49663,24219,16458,28536,16518,35524,20109,44432,32574,64028,49167
"16515",49664,3333,12750,22583,14417,27422,19028,51667,36429,68750,14479
"16516",49665,22143,5417,33355,13102,32031,21307,30500,44250,60833,63250
"16517",49666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16518",49667,NA,NA,31750,17500,27083,11875,NA,NA,NA,NA
"16519",49668,18448,11071,30500,19286,36250,16563,35250,35833,26250,56250
"16520",49670,NA,25694,31667,18438,45781,13077,36786,18250,21500,20739
"16521",49674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16522",49675,NA,NA,36250,11875,37083,27321,40833,35625,80962,52167
"16523",49676,15500,3274,25938,20481,26458,14583,57188,26818,76667,24792
"16524",49677,14125,6538,27788,16473,29250,17283,26250,27917,48438,55833
"16525",49679,36250,NA,26875,23958,27083,15000,16875,43333,74375,NA
"16526",49680,30156,14375,29063,19792,33403,19375,24773,16250,78750,51250
"16527",49682,33354,9375,17708,20817,26538,27917,44063,31875,47500,44861
"16528",49683,17000,15125,27500,16250,31012,23750,53636,31071,11250,58750
"16529",49684,20500,16703,31994,20161,31863,23151,58053,35116,66161,45691
"16530",49686,20000,16275,25686,19972,27817,23427,49022,35703,77500,47768
"16531",49688,26458,13393,28750,23580,40179,27833,34500,30278,63438,53750
"16532",49689,31000,21094,20833,18167,26563,25769,60333,27188,NA,41875
"16533",49690,13125,NA,38508,20608,44107,24286,56000,30117,118500,37056
"16534",49701,6875,15500,18125,15000,22143,20278,23750,15000,76250,75625
"16535",49705,3125,NA,19018,13438,41875,13295,NA,58281,NA,42708
"16536",49706,15893,23125,23523,18414,31635,20250,46250,14714,66125,34569
"16537",49707,20547,12100,26975,15419,31633,21776,50985,34063,65536,51058
"16538",49709,19531,18750,17292,11761,23750,20962,55441,15500,88977,45938
"16539",49710,NA,NA,29833,22344,79000,10833,51944,53021,NA,NA
"16540",49712,18500,23015,28864,15313,38854,26415,50500,22273,43864,37019
"16541",49713,26250,NA,30395,18667,31118,30250,43594,34167,66771,41563
"16542",49715,21250,13750,31484,23882,38250,24554,43750,36354,39583,40156
"16543",49716,NA,NA,23125,15917,24722,22619,80250,34583,NA,53750
"16544",49717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16545",49718,10000,7083,25625,17917,22917,10846,28750,38125,NA,NA
"16546",49719,4886,NA,19934,11667,27708,13900,56287,36000,30938,20577
"16547",49720,16932,8438,25671,18702,34375,21951,44444,31750,75956,48563
"16548",49721,16667,16094,22043,16941,31418,20867,34398,30000,76458,58375
"16549",49722,NA,NA,NA,NA,32167,NA,NA,NA,NA,NA
"16550",49724,42708,18750,24750,30515,46607,22788,66250,48750,NA,39464
"16551",49725,NA,NA,23375,20000,15500,17083,51250,8500,49375,10500
"16552",49726,16618,NA,20385,14038,27143,13542,40000,20833,21667,2917
"16553",49727,20417,23063,27350,18779,27692,22117,65000,42656,65000,32000
"16554",49728,15417,NA,26875,7031,41250,5938,NA,NA,NA,NA
"16555",49729,8750,18333,33500,14625,43438,34375,52500,25500,80313,55250
"16556",49730,30893,9091,30536,15208,36923,19861,42813,45625,125682,64250
"16557",49733,12188,17604,36389,21500,30313,14427,50536,46635,26964,60500
"16558",49735,23358,20179,32345,18476,36883,21742,59148,31042,64500,49890
"16559",49736,NA,NA,22813,13594,41250,16429,48333,40000,NA,NA
"16560",49738,10667,16989,20464,15841,39700,21695,35238,28843,65147,46125
"16561",49740,19375,16500,28021,18542,39063,23796,60052,24250,75375,56250
"16562",49743,26250,NA,30000,12604,22917,15750,NA,11094,63125,NA
"16563",49744,4750,NA,25500,27083,42143,22083,NA,7083,NA,NA
"16564",49745,35568,9750,25341,22961,26750,16875,34702,18393,58750,NA
"16565",49746,21250,22750,30795,13977,37992,17442,36250,18036,39375,50313
"16566",49747,17321,4375,22273,20000,37857,17250,NA,25750,70313,44688
"16567",49748,NA,NA,4375,22500,NA,13750,NA,NA,NA,NA
"16568",49749,14821,28409,21202,16885,25568,24167,54208,34821,85078,76250
"16569",49751,23750,NA,35000,17500,41458,15469,33750,27813,92250,48750
"16570",49752,NA,NA,11019,7500,30774,17697,NA,54219,NA,NA
"16571",49753,6563,13750,29063,13478,30438,33125,40833,NA,20625,60000
"16572",49755,21667,8750,25197,17083,26667,25278,43750,17059,50000,31806
"16573",49756,21932,10781,21992,10694,29583,13189,18333,13534,11477,60179
"16574",49757,48750,NA,27031,14821,35125,24688,45938,41250,4125,NA
"16575",49759,5833,11250,26094,17500,55250,20865,27273,31420,NA,67500
"16576",49760,26042,4318,17083,17000,34583,25481,53409,37500,NA,NA
"16577",49762,29167,NA,25938,12500,38125,22250,NA,37083,144063,NA
"16578",49764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16579",49765,12250,4375,27222,17083,28646,21250,25000,30893,28750,51667
"16580",49766,14453,5781,28750,13611,30625,30000,45750,33690,204583,66250
"16581",49768,NA,NA,32143,6343,48250,7813,NA,NA,13333,NA
"16582",49769,27500,18828,24773,19615,42500,26250,46250,29375,48250,48750
"16583",49770,17031,10125,25556,22123,35888,25123,41429,30453,62500,51000
"16584",49774,NA,NA,34196,12417,48917,32721,40417,48056,52917,62083
"16585",49775,NA,NA,34375,NA,11250,8571,NA,NA,NA,NA
"16586",49776,10313,3750,29896,16719,28750,20511,21250,36667,NA,63750
"16587",49777,90139,NA,30625,6683,40208,37813,53958,43167,44342,63333
"16588",49779,14539,24792,32734,12241,31250,25644,55192,40729,59750,50893
"16589",49780,3333,NA,28333,15000,43224,16250,56786,52917,54583,57396
"16590",49781,20000,15799,27500,16728,30294,23889,45938,30417,58750,66563
"16591",49782,21667,NA,27500,20625,21250,21458,13542,16250,36875,36250
"16592",49783,11750,10469,24522,20450,29591,24018,43264,30767,63194,52159
"16593",49788,3750,17917,12744,12143,23393,18229,33125,40197,42831,53750
"16594",49791,NA,NA,15938,NA,NA,16932,NA,NA,45833,NA
"16595",49793,NA,NA,13854,13194,59375,31250,NA,63194,NA,NA
"16596",49795,31875,NA,37109,23125,30703,19833,50313,47857,NA,63750
"16597",49796,NA,NA,20156,21250,30625,20000,36000,13594,NA,59063
"16598",49799,17969,11500,22768,13250,32368,19318,32321,35938,17292,64375
"16599",49801,16064,10500,30484,15911,43538,21850,51250,26632,57563,63542
"16600",49802,NA,18059,30197,19911,36060,14600,54542,42727,65688,59583
"16601",49805,NA,NA,43942,30536,33000,35417,102639,43558,NA,NA
"16602",49806,NA,NA,44688,10000,56528,23125,60000,28750,54583,65833
"16603",49807,11250,15250,28036,23553,36500,19188,36429,40250,96250,58750
"16604",49808,NA,NA,45938,25714,NA,NA,NA,58611,NA,NA
"16605",49812,17083,NA,34583,15568,24375,17308,38750,33750,NA,58194
"16606",49814,11667,NA,41250,16250,41875,22292,51932,43000,74375,45833
"16607",49815,NA,4583,17143,4833,42500,12273,8750,29688,11250,NA
"16608",49816,NA,NA,32250,17188,53750,21806,57667,25833,NA,NA
"16609",49817,44000,NA,35536,16406,38125,22500,37500,40313,NA,NA
"16610",49818,NA,NA,34375,12039,50750,23250,36875,38125,58750,86667
"16611",49819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16612",49820,26406,NA,NA,NA,NA,21250,NA,NA,NA,NA
"16613",49821,26563,NA,41964,19375,53125,24792,38750,33333,NA,NA
"16614",49822,NA,NA,28068,11667,43750,16944,NA,12344,NA,NA
"16615",49825,NA,NA,NA,9750,38750,31875,31875,NA,NA,NA
"16616",49826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16617",49827,8500,NA,30476,17188,19519,14688,9688,36250,NA,53542
"16618",49829,16750,15667,28724,14555,38125,20745,41458,32045,44917,53155
"16619",49831,NA,NA,37955,17292,52813,24583,28750,36250,50625,NA
"16620",49833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16621",49834,NA,NA,22083,6964,70938,30469,NA,NA,NA,NA
"16622",49835,25833,NA,26667,19375,30000,27500,26111,37955,26250,65625
"16623",49836,15000,4306,35313,9125,45000,27500,NA,NA,NA,6719
"16624",49837,35673,NA,35881,15534,48292,23329,65441,32383,75167,51563
"16625",49838,3750,NA,21500,12292,16563,28036,NA,NA,NA,NA
"16626",49839,NA,NA,NA,9792,19688,7500,NA,NA,NA,NA
"16627",49840,11094,NA,22083,23125,50417,17321,21500,NA,116250,36875
"16628",49841,29583,12277,32072,12069,31298,24079,41759,44095,43889,45938
"16629",49847,3333,NA,29861,15179,36136,22250,57188,32083,NA,NA
"16630",49848,NA,NA,12125,16250,90385,NA,NA,NA,NA,NA
"16631",49849,26818,15417,33398,20785,40821,24286,61181,26131,73500,35139
"16632",49852,NA,NA,NA,13750,79167,NA,NA,NA,NA,NA
"16633",49853,30938,NA,41510,8750,58929,19000,58889,48750,27083,37500
"16634",49854,22083,NA,28598,14833,30278,30223,51838,26912,64167,44375
"16635",49855,10417,8679,33016,17750,28750,21017,52027,30864,85804,44276
"16636",49858,4923,9150,36632,20760,42807,21114,51333,30119,89205,55278
"16637",49861,NA,NA,21500,25000,36250,21250,33750,38000,NA,83750
"16638",49862,18750,16042,26488,13171,37938,25199,54375,48073,195375,26750
"16639",49863,NA,NA,NA,NA,48295,NA,NA,NA,NA,NA
"16640",49864,NA,NA,11458,NA,NA,NA,NA,NA,NA,NA
"16641",49866,20475,25208,40313,23397,50048,23730,50966,36071,70417,50179
"16642",49868,17153,8750,23561,18958,36700,27955,56458,34000,21250,50417
"16643",49870,NA,NA,45137,18229,42778,25909,77784,21250,65833,65313
"16644",49871,NA,3750,30278,9250,34125,33333,43750,NA,NA,NA
"16645",49872,NA,NA,32083,NA,64167,NA,NA,NA,NA,NA
"16646",49873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16647",49874,15750,NA,29821,11667,45469,21346,44375,31375,79583,NA
"16648",49876,NA,NA,41402,22194,48984,19327,NA,NA,NA,64286
"16649",49877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16650",49878,27500,NA,35833,17743,42059,23348,58819,37250,63333,51042
"16651",49879,35625,NA,15833,14063,52750,19773,64444,26250,NA,NA
"16652",49880,41250,NA,19167,16538,37321,18036,42361,27083,45000,63542
"16653",49881,NA,NA,36250,22955,52500,15972,NA,NA,NA,NA
"16654",49883,NA,NA,13750,NA,22000,NA,NA,NA,NA,NA
"16655",49884,NA,NA,8043,NA,NA,NA,NA,NA,NA,NA
"16656",49885,40833,NA,21719,19250,42396,25750,49615,30833,38250,57292
"16657",49886,NA,NA,41250,20938,22250,17188,17083,NA,NA,NA
"16658",49887,7417,11875,31875,17375,32596,26635,60625,35938,34375,8750
"16659",49891,NA,NA,22614,17250,50357,15288,36250,24333,NA,NA
"16660",49892,26667,NA,34265,17813,34821,20875,45000,61250,69583,60625
"16661",49893,43750,33125,44779,21071,39556,28194,26012,12125,108333,63889
"16662",49894,NA,NA,40667,25625,NA,21552,NA,NA,NA,NA
"16663",49895,NA,NA,28571,15859,68125,51250,9107,46111,NA,NA
"16664",49896,25625,16042,24727,13750,29444,17011,63542,27917,56250,69583
"16665",49901,NA,NA,35833,21000,21500,34444,NA,10417,NA,NA
"16666",49902,NA,NA,13750,25625,NA,10625,NA,NA,NA,NA
"16667",49903,NA,NA,23750,20833,47679,26667,NA,NA,NA,NA
"16668",49905,27500,NA,37396,14821,35543,22417,57143,48162,80875,55694
"16669",49908,16750,20625,36089,19028,35536,27727,49583,39000,NA,NA
"16670",49910,NA,NA,46563,4167,21333,9861,NA,9167,NA,NA
"16671",49911,10278,NA,28125,12500,36375,26371,60347,52000,75833,49750
"16672",49912,NA,NA,25057,14188,21607,26250,11042,15313,118182,NA
"16673",49913,18990,15357,25212,13656,30093,24511,43333,26591,49167,51250
"16674",49915,NA,NA,18438,12308,29231,21406,40208,NA,NA,NA
"16675",49916,38750,NA,33750,22344,48182,26042,50250,37000,41250,39688
"16676",49917,NA,NA,23333,20694,30417,11875,34375,NA,NA,NA
"16677",49918,NA,NA,30250,NA,15938,14000,NA,11250,NA,13750
"16678",49919,NA,NA,26250,20313,40938,11000,NA,NA,NA,NA
"16679",49920,23750,11250,21813,19408,31731,21354,33036,30536,58333,41250
"16680",49921,NA,NA,26250,NA,NA,NA,16250,NA,NA,NA
