"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"18292",98.49,0,0.16,0.08,0,0,1.27,54763
"18293",100,0,0,0,0,0,0,54765
"18294",98.1,0.86,0.06,0,0,0.25,0.74,54766
"18295",96.39,0.09,0,0.99,0,0.18,2.34,54767
"18296",89.92,6.03,0.51,0.55,0,0.11,2.88,54768
"18297",99.23,0.51,0,0,0,0,0.26,54769
"18298",97.5,0,0.52,0.52,0,1.32,0.14,54770
"18299",97.59,0.53,0.25,0.25,0,0,1.38,54771
"18300",97.92,0,1.13,0.57,0,0,0.38,54772
"18301",94.35,0.6,0.42,0.36,0,2.58,1.68,54773
"18302",95.45,1.43,0.75,0.55,0,0.35,1.46,54801
"18303",90.97,0.84,1.35,0.64,0,1.61,4.58,54805
"18304",83.8,0.39,10.81,0.64,0.14,0.32,3.9,54806
"18305",96.11,0.62,1.72,0.53,0,0.13,0.88,54810
"18306",91.5,6.04,0,1.74,0,0.16,0.56,54812
"18307",98.02,0,0.36,0,0,0.18,1.44,54813
"18308",48.02,1.03,47.87,1.14,0,0.11,1.82,54814
"18309",97.57,0.19,0.51,0.28,0,0.42,1.03,54817
"18310",98.78,0,0.35,0.08,0,0,0.78,54819
"18311",97.41,1.01,0.14,0.14,0,0,1.3,54820
"18312",97.02,1.04,0.82,0.07,0,0,1.04,54821
"18313",96.92,0.04,0.13,0.65,0,0.15,2.09,54822
"18314",96.88,0.18,0,1.38,0,0.4,1.16,54824
"18315",98.32,0.96,0.48,0,0,0,0.24,54826
"18316",100,0,0,0,0,0,0,54827
"18317",36.63,0,51.88,0,0.68,0,10.81,54828
"18318",96.06,0,1.86,0.08,0,1.2,0.8,54829
"18319",93.74,0.23,3.32,0.49,0,0.13,2.09,54830
"18320",98.47,0,0.88,0.22,0,0,0.44,54832
"18321",94.06,1.01,2.24,0.34,0,0,2.35,54835
"18322",90.23,0,1,0.9,0,0.45,7.42,54836
"18323",97.13,0.11,0.56,0.14,0,0.68,1.38,54837
"18324",92.97,4.69,0.44,0.51,0,0.81,0.59,54838
"18325",97.06,0,2.94,0,0,0,0,54839
"18326",94.34,0.32,2.58,0.14,0,0.39,2.24,54840
"18327",99.02,0,0,0,0,0.98,0,54841
"18328",100,0,0,0,0,0,0,54842
"18329",78.84,0.64,17.67,0.32,0,0.02,2.51,54843
"18330",91.53,0,1.69,0,0,4.66,2.12,54844
"18331",92.36,0,7.64,0,0,0,0,54845
"18332",95.77,0,1.35,0.34,0,0,2.54,54846
"18333",94.19,0,2.71,0.39,0,0,2.71,54847
"18334",95.2,1.2,0.55,0.78,0.05,0.53,1.68,54848
"18335",95.43,0.14,1.14,0.67,0.52,0,2.1,54849
"18336",96.11,0,0,0,0,3.89,0,54850
"18337",91.37,0.29,5.94,0.48,0,0.58,1.34,54853
"18338",90.74,0.19,1.06,0.19,0,0.19,7.62,54854
"18339",98.95,0,0.21,0.11,0,0.21,0.53,54855
"18340",94.31,0,3.59,0.46,0,0.2,1.44,54856
"18341",100,0,0,0,0,0,0,54857
"18342",97.4,0,0.3,0.36,0,0,1.93,54858
"18343",98.9,0.31,0.06,0.24,0,0,0.49,54859
"18344",6.84,5.79,74.21,5.26,0,0,7.89,54861
"18345",91.79,0,6.34,1.87,0,0,0,54862
"18346",97.93,0,1.38,0.48,0,0,0.21,54864
"18347",97.89,0,0,0,0,0,2.11,54865
"18348",91.9,0,4.45,0,0,0,3.64,54867
"18349",97.15,0.04,0.98,0.28,0,0.38,1.16,54868
"18350",97.66,0,1.44,0.66,0,0,0.24,54870
"18351",93.88,0.37,3.51,0.71,0.16,0,1.37,54871
"18352",92.93,0.54,4.74,0.12,0,0.31,1.36,54872
"18353",93.63,0.38,3.6,0.3,0,0.34,1.75,54873
"18354",93.87,0.92,2.11,0.14,0,0.3,2.66,54874
"18355",95.19,0,2.91,0,0.1,0,1.8,54875
"18356",77.24,0.3,20.73,0.18,0,0,1.55,54876
"18357",92.85,1.53,1.9,1.24,0,0.11,2.37,54880
"18358",95.61,0,0.65,0.94,0,1.51,1.3,54888
"18359",91.68,1.31,2.77,0.69,0,2.3,1.24,54889
"18360",91.93,0.83,4.58,0.36,0,0.33,1.96,54891
"18361",87.51,0.36,9.52,0.72,0,0.63,1.27,54893
"18362",97.46,0.59,0.29,0,0.2,0.29,1.17,54895
"18363",94.39,0,1.98,0.2,0,0.73,2.71,54896
"18364",89.64,5.19,1.11,2.11,0,0.14,1.82,54901
"18365",92.46,1.31,0.35,3.31,0.08,0.35,2.14,54902
"18366",97.28,0.09,0,1.15,0,0.08,1.4,54904
"18367",98.06,0,0.74,0,0,0.33,0.87,54909
"18368",88.34,2.19,0.95,5.5,0.02,0.64,2.36,54911
"18369",93.62,0.27,0.18,4.52,0,0.11,1.3,54913
"18370",87.19,1.32,0.38,5.42,0,2.95,2.74,54914
"18371",89.87,1.12,0.53,4.25,0.03,2.05,2.15,54915
"18372",92.31,0,6.85,0.3,0,0.23,0.3,54921
"18373",92.23,0,2.7,0.47,0,4.32,0.27,54922
"18374",95.8,0.13,0.18,0.02,0,2.52,1.35,54923
"18375",100,0,0,0,0,0,0,54927
"18376",94.8,0,5.2,0,0,0,0,54928
"18377",96.89,0,0.51,0.48,0,0.48,1.65,54929
"18378",98,0.23,0,0.11,0,0.97,0.69,54930
"18379",91.74,0,8.26,0,0,0,0,54931
"18380",99,0,0.46,0,0,0,0.54,54932
"18381",98.7,0,1.3,0,0,0,0,54933
"18382",96.69,0,0,0,0,0,3.31,54934
"18383",91,1.76,0.45,1.22,0.01,2.86,2.71,54935
"18384",93.42,1.08,0.28,2.01,0.02,1.6,1.59,54937
"18385",98.94,0.32,0.32,0,0.08,0.03,0.32,54940
"18386",95.9,0.96,0.26,0.7,0.35,0.17,1.66,54941
"18387",95.72,2.09,0.12,0.38,0,0,1.68,54942
"18388",97.81,0.05,0,0.75,0,0.53,0.85,54943
"18389",97.18,0.38,0.23,1.45,0,0,0.76,54944
"18390",97.88,0,0,0.75,0,0,1.37,54945
"18391",100,0,0,0,0,0,0,54946
"18392",95.92,0,0.08,3.01,0,0,0.99,54947
"18393",96.3,3.7,0,0,0,0,0,54948
"18394",98.47,0.15,0,0.12,0,1.08,0.18,54949
"18395",96.2,0,1.41,0.72,0,0.07,1.6,54950
"18396",92.86,0.47,0.47,4.45,0.07,0.26,1.41,54952
"18397",93.36,0.79,0.55,1.9,0,1.28,2.12,54956
"18398",96.07,0.85,0,0.39,0,0.65,2.04,54960
"18399",95.99,1.85,0.81,0.37,0,0.3,0.69,54961
"18400",99.37,0,0.63,0,0,0,0,54962
"18401",98.42,0,0.19,0.21,0,0.82,0.36,54963
"18402",97.53,0,0,0,0,0,2.47,54964
"18403",99.22,0,0.64,0.14,0,0,0,54965
"18404",93.13,0.35,0,0.3,0,4.91,1.3,54966
"18405",100,0,0,0,0,0,0,54967
"18406",97.52,0.2,0.81,0.58,0,0.44,0.44,54968
"18407",83.95,7.85,1.85,1.6,0,1.51,3.23,54970
"18408",95.43,1.1,0.33,0.67,0.03,1.2,1.24,54971
"18409",98.08,0.64,0.21,0,0,0,1.07,54974
"18410",99.06,0.07,0.43,0.22,0.22,0,0,54977
"18411",98.29,1.5,0.21,0,0,0,0,54979
"18412",100,0,0,0,0,0,0,54980
"18413",98.04,0.22,0.39,0.56,0.03,0.23,0.53,54981
"18414",95.6,1.15,0.27,0.24,0,1.99,0.76,54982
"18415",95.58,0.26,0.26,0.42,0,2.19,1.29,54983
"18416",96.64,1.08,0.16,0.29,0,1.27,0.57,54984
"18417",75.08,24.92,0,0,0,0,0,54985
"18418",98.32,0.04,0.11,0,0,0,1.53,54986
"18419",93.56,0.51,0.03,3.63,0.24,0.65,1.37,55001
"18420",84.77,10.28,3.06,0.7,0,0.23,0.96,55003
"18421",87.62,0.38,0.4,0.52,0,8.88,2.2,55005
"18422",92.58,1.85,0.38,0.89,0,0.18,4.13,55006
"18423",95.48,0.16,1.24,0,0,0,3.12,55007
"18424",96.61,0.79,0.38,0.58,0,0.27,1.37,55008
"18425",96.03,0.86,0.2,0.64,0,0,2.27,55009
"18426",93.96,0.74,0.27,3.4,0,0.16,1.47,55011
"18427",95.55,0.68,0.54,0.59,0,0,2.63,55012
"18428",97.47,0.05,0.95,0.7,0,0,0.84,55013
"18429",88.8,4.73,0.85,2.91,0,0.22,2.49,55014
"18430",86.17,3.32,0.16,6.03,0,1.17,3.14,55016
"18431",98.83,0,0,0,0,0,1.17,55017
"18432",99.38,0.41,0,0.21,0,0,0,55018
"18433",93.65,0.36,0.16,0.36,0,4.84,0.62,55019
"18434",96.76,0.17,0.82,0,0,0.39,1.86,55020
"18435",89.79,5.28,0.58,0.99,0.13,0.67,2.55,55021
"18436",91.33,2.14,0.18,3.76,0,1.18,1.4,55024
"18437",95.83,0.58,0.33,1.94,0,0.64,0.68,55025
"18438",100,0,0,0,0,0,0,55026
"18439",98.06,0.14,0,0.04,0,1.02,0.74,55027
"18440",100,0,0,0,0,0,0,55029
"18441",94.62,0.15,1.11,0,0,0,4.13,55030
"18442",96.45,0,0,2.49,0,0,1.06,55031
"18443",96.2,0.27,0.66,0.75,0.06,0,2.07,55032
"18444",94.33,1.18,0.47,0.8,0,1.4,1.81,55033
"18445",100,0,0,0,0,0,0,55036
"18446",86.82,0.77,5.34,1.35,0.14,0.49,5.1,55037
"18447",91.76,1.09,0.6,3.43,0,1.8,1.33,55038
"18448",96.04,0.29,1.01,0.56,0.03,0.11,1.96,55040
"18449",98.37,0.04,0.21,0.21,0,0.14,1.03,55041
"18450",94.76,0,0,4.56,0,0.08,0.6,55042
"18451",97.14,0.74,0.2,0.65,0.08,0.17,1.02,55043
"18452",91.36,1,0.05,4.43,0.04,1.57,1.55,55044
"18453",98.8,0.22,0.33,0.08,0,0.05,0.52,55045
"18454",97.94,0,0,0.71,0,0.6,0.75,55046
"18455",98.01,0.21,0,0.31,0,0,1.48,55047
"18456",97.25,0.23,0,0.38,0,1.02,1.13,55049
"18457",97.82,0.31,0.28,0.27,0,0.19,1.13,55051
"18458",98.1,0.49,0,0.43,0,0.27,0.7,55052
"18459",96.53,0,0.3,0.99,0,0.59,1.58,55053
"18460",95.2,3.14,0,0,0,0,1.65,55054
"18461",86.05,4.52,0,5.12,0,0.81,3.5,55055
"18462",94.9,1.28,0.04,1.06,0,0.63,2.07,55056
"18463",87.75,1.37,0.34,3.68,0.02,4.78,2.06,55057
"18464",91.07,2.95,0.06,0.99,0,2.5,2.42,55060
"18465",96.99,1.08,0.32,0.13,0,0.23,1.25,55063
"18466",97.18,0.26,0,0,0,0.88,1.67,55065
"18467",93.97,1.99,1.32,0.35,0,0.6,1.76,55066
"18468",84.63,6.22,0.08,5.29,0,1.95,1.83,55068
"18469",87.61,6.97,2.06,1.1,0,0,2.26,55069
"18470",95.91,0.25,0,1.44,0,0.17,2.23,55070
"18471",90.73,2.18,0,2.99,0,0.59,3.51,55071
"18472",76.96,8.45,9.02,0.39,0,2.52,2.67,55072
"18473",97.33,0.66,0.59,0,0,0.33,1.09,55073
"18474",98.75,0.25,0.2,0.05,0,0,0.75,55074
"18475",86.48,5.02,0.8,1.48,0.11,3.68,2.44,55075
"18476",86.05,3.18,1.24,3.94,0,2.95,2.64,55076
"18477",88.38,2.45,0.17,3.13,0,3.44,2.44,55077
"18478",97.54,0,0.31,0.66,0.03,0.08,1.39,55079
"18479",98.85,0.34,0.09,0.13,0,0.38,0.21,55080
"18480",93.86,2.23,0.43,1.6,0,0.33,1.55,55082
"18481",97.36,0.22,0.06,0.96,0,0.45,0.96,55084
"18482",98.95,0,0,0.84,0,0,0.21,55085
"18483",92.06,0,0,1.4,0,0,6.54,55087
"18484",98.17,0,0,0.77,0,0,1.06,55088
"18485",86.38,0.6,10.67,1,0,0,1.35,55089
"18486",92.69,2.31,0,0,0,0,5,55090
"18487",95.11,0.08,0.99,0.85,0,1.48,1.49,55092
"18488",77.36,11.34,0,9.48,0.08,0.37,1.37,55101
"18489",81.68,9.73,0.53,3.26,0.02,0.82,3.95,55102
"18490",36.16,32.82,0.83,21.98,0,3.35,4.88,55103
"18491",62.72,21.01,0.44,10.46,0,1.66,3.69,55104
"18492",88.4,2.7,0.24,3.54,0.38,1.16,3.57,55105
"18493",47.99,13.69,1.59,28.95,0.11,2.29,5.39,55106
"18494",56.04,16.66,1.84,7.81,0,10.95,6.71,55107
"18495",80.57,5.47,0.23,11.12,0,0.48,2.13,55108
"18496",78.05,5.93,0.14,11.09,0,0.94,3.85,55109
"18497",92.54,1.82,0.2,2.41,0,0.22,2.8,55110
"18498",NA,NA,NA,NA,NA,NA,NA,55111
"18499",83.84,6.31,0.55,5.75,0.06,0.6,2.88,55112
"18500",83.36,5.1,0.55,7.68,0,0.74,2.58,55113
"18501",68.76,15.82,0,12.19,0,0.44,2.8,55114
"18502",96.18,0.71,0,1.38,0,0.04,1.69,55115
"18503",78.28,13.04,0.26,4.17,0,0.9,3.36,55116
"18504",57.3,15.59,1.36,19.87,0.04,2.09,3.75,55117
"18505",83.7,5.21,0.12,2.1,0,5.92,2.95,55118
"18506",60.89,16.81,0.86,14.94,0.02,2.12,4.36,55119
"18507",90.65,1.83,1.04,3.38,0,1.85,1.25,55120
"18508",73.31,11.06,0.51,9.07,0.12,3.25,2.68,55121
"18509",79.61,6.26,0.85,6.96,0.32,2.17,3.82,55122
"18510",84.94,3.35,0.24,8.06,0,0.51,2.91,55123
"18511",83.47,5.88,0.17,5.47,0.13,0.59,4.29,55124
"18512",81.44,5.65,0.27,8,0.07,0.99,3.58,55125
"18513",88.7,2.27,0,6.77,0,0.1,2.16,55126
"18514",89.26,1.22,0.29,7.71,0,0.75,0.77,55127
"18515",80.68,6.76,0.09,8.28,0.05,0.92,3.22,55128
"18516",80.17,5.37,0.15,11.65,0.15,0.18,2.33,55129
"18517",34.17,21.46,0.98,34.18,0,4.16,5.05,55130
"18518",90.1,0,0,5.45,0,0.99,3.47,55150
"18519",NA,NA,NA,NA,NA,NA,NA,55155
"18520",81.32,4.15,0.27,6.17,0,1.95,6.12,55301
"18521",97.65,1.62,0,0.06,0,0,0.67,55302
"18522",90.37,3.44,0.89,2.57,0.05,0.72,1.95,55303
"18523",94.32,1.04,0.24,2.13,0.02,0.47,1.79,55304
"18524",87.62,5.15,0.21,3.92,0,0.58,2.52,55305
"18525",82.33,7.82,0.03,4.79,0.79,2.17,2.08,55306
"18526",97.71,0.12,0,1.32,0,0,0.85,55307
"18527",96.6,0,0.56,0.78,0,0,2.06,55308
"18528",95.58,1.99,0.42,0.46,0,0.24,1.3,55309
"18529",96.98,0,0,0.27,0,2.47,0.27,55310
"18530",87.75,3.55,0,6.84,0.01,0.29,1.55,55311
"18531",96.87,0.31,0.5,0.75,0,0,1.57,55312
"18532",96.29,0.57,0.43,0.8,0,0.74,1.17,55313
"18533",87.67,0.34,3.41,0,0,5.25,3.34,55314
"18534",87.03,1.96,0.06,4,0,1.36,5.59,55315
"18535",90.44,5.31,0.15,1.96,0,0.12,2.03,55316
"18536",90.74,0.56,0.08,5.96,0,0.55,2.1,55317
"18537",90.83,2.06,0.21,2.37,0.12,1.64,2.77,55318
"18538",98.92,0.17,0.17,0.19,0,0.27,0.27,55319
"18539",97.69,1,0.17,0.21,0,0.13,0.81,55320
"18540",94.81,0.84,1.48,0.07,0,2.1,0.69,55321
"18541",96.07,0.16,0.85,1.07,0,0.41,1.45,55322
"18542",98.56,0,0,1.22,0,0.15,0.08,55324
"18543",98.7,0,0.73,0.33,0,0,0.24,55325
"18544",96.37,0.03,0.71,1.3,0,0,1.59,55327
"18545",97.94,0,0,0.85,0,0.67,0.54,55328
"18546",96.64,0.21,0.16,0.63,0,0,2.36,55329
"18547",94.18,0.85,0.33,2.19,0.07,0.55,1.83,55330
"18548",96.89,0.49,0.16,1.15,0,0.14,1.17,55331
"18549",93.45,0,0,0.12,0,4.84,1.59,55332
"18550",96.13,0.73,2.4,0.73,0,0,0,55333
"18551",95.64,0.45,0.51,0.96,0,1.41,1.03,55334
"18552",95.1,1.05,0,0.2,0,1.24,2.42,55335
"18553",95.92,1.57,0.06,0.07,0,1.9,0.47,55336
"18554",75.92,11.72,0.78,4.65,0,3.47,3.47,55337
"18555",96.52,0,0,0,0,2.8,0.68,55338
"18556",98.28,0,0,0.77,0,0.48,0.48,55339
"18557",94.99,0.46,0,1.98,0.14,0,2.42,55340
"18558",96.97,0.12,0.27,0.46,0,0.81,1.38,55341
"18559",99.27,0.19,0,0.1,0,0.1,0.34,55342
"18560",71.35,11.68,0.54,6.48,0.23,4.86,4.87,55343
"18561",61.41,12.99,0.15,19.67,0,3.52,2.28,55344
"18562",92.5,1.24,0.75,2.76,0,0.48,2.28,55345
"18563",90.67,3.22,0.09,3.26,0,0.62,2.14,55346
"18564",84.89,2.77,0.46,8.32,0,0.55,3.02,55347
"18565",95.11,0.02,0,0.15,0.05,3.97,0.7,55349
"18566",95.06,0.33,0.26,0.87,0,1.8,1.68,55350
"18567",95.99,0.16,0.07,1.19,0,0.17,2.42,55352
"18568",96.74,0.37,0.25,0.5,0,0.99,1.15,55353
"18569",94.08,0.51,0,0,0,4.33,1.08,55354
"18570",97.72,0.82,0.28,0.16,0,0.04,0.97,55355
"18571",95.71,1.29,0,0.44,0,1.86,0.7,55356
"18572",98.5,0,0.76,0.26,0,0.21,0.26,55357
"18573",98.84,0.36,0,0.18,0,0.06,0.55,55358
"18574",93,0.96,0,0.92,0.2,1.68,3.25,55359
"18575",96.87,0,0,0.43,0,0.25,2.44,55360
"18576",94.16,0.46,0.73,0.66,0,1.99,2,55362
"18577",85.2,0,1.71,0.3,0,11.83,0.95,55363
"18578",95.12,1.66,0.44,1.59,0,0.08,1.11,55364
"18579",99.63,0,0,0,0,0,0.37,55366
"18580",94.39,1.12,0,0,0,3.88,0.61,55367
"18581",92.57,1.08,0,0.1,0,3.3,2.95,55368
"18582",89.18,3.81,0.24,3.96,0.02,0.28,2.52,55369
"18583",98.61,0,0,0,0,1.27,0.12,55370
"18584",96.89,0.18,0.45,0.29,0.03,0.31,1.84,55371
"18585",92.1,2.2,0.46,3.08,0.05,0.3,1.8,55372
"18586",96.99,1.48,0.05,0.51,0,0,0.95,55373
"18587",94.8,2.09,0,1.73,0.06,0.43,0.89,55374
"18588",92.68,0.79,0.09,4.16,0,1.36,0.92,55375
"18589",95.55,1.44,0.46,1.08,0,0.13,1.35,55376
"18590",82.57,4.74,0.68,7.72,0,0.88,3.41,55378
"18591",77.55,3.52,0.85,10.02,0,3.85,4.2,55379
"18592",99.33,0.21,0,0.31,0,0,0.16,55381
"18593",98.9,0.35,0.06,0,0,0,0.69,55382
"18594",94.04,2.63,0.21,1.4,0,0.91,0.81,55384
"18595",99.77,0,0,0,0,0.15,0.08,55385
"18596",96.2,0.07,0.01,2.9,0,0,0.81,55386
"18597",96.82,0.13,0.06,0.63,0.19,0.52,1.64,55387
"18598",95.1,0.84,0.34,0.69,0,0.37,2.65,55388
"18599",98.32,0,0,0,0.31,0.59,0.78,55389
"18600",97.92,0.48,0.44,0.48,0,0,0.68,55390
"18601",93.83,1.04,0.43,2.31,0,0.91,1.48,55391
"18602",94.81,0.87,2.16,1.01,0,0,1.15,55395
"18603",96.59,0,0,0.18,0,2.24,0.99,55396
"18604",84.54,0.86,0.35,0.21,0,11.89,2.14,55397
"18605",98.72,0.12,0.26,0.21,0,0.26,0.43,55398
"18606",79.81,6.87,0.13,9.68,0,1.31,2.2,55401
"18607",65.02,0,0,25.35,0,7.28,2.35,55402
"18608",77.4,12.27,0.47,4.37,0,2.77,2.72,55403
"18609",47.39,33.3,4.72,4.7,0.07,5.79,4.03,55404
"18610",71.31,19.13,0.88,2.9,0,1.44,4.34,55405
"18611",79.08,9.41,1.34,1.92,0.11,2.53,5.61,55406
"18612",65.96,17.39,3.3,2.57,0.04,5.11,5.63,55407
"18613",71.55,14.59,1.39,2.73,0,6.45,3.28,55408
"18614",73.74,11.01,1.58,2.38,0,8.24,3.05,55409
"18615",92.87,2.74,0.39,1.43,0,0.36,2.2,55410
"18616",17.28,50.3,0.52,19.15,0.02,5.03,7.7,55411
"18617",45.48,35.87,1.59,8.75,0,2.45,5.86,55412
"18618",75.15,11.15,1.58,3.95,0,3.77,4.4,55413
"18619",72.57,6.51,1.56,14.64,0,1.2,3.52,55414
"18620",47.76,35.78,3.86,3.46,0,2.3,6.83,55415
"18621",87.69,4.21,0.77,3.2,0.03,1.3,2.81,55416
"18622",82.12,7.05,1.37,1.56,0,3.93,3.97,55417
"18623",80.2,8.26,1.03,3.68,0.11,3.52,3.2,55418
"18624",82.38,8.18,0.48,2.73,0,1.31,4.92,55419
"18625",70.5,12.67,0.26,6.5,0.25,5.8,4.02,55420
"18626",69.23,15.81,1.1,6.42,0.01,5.02,2.4,55421
"18627",81.09,11.1,0.22,2.74,0,0.97,3.88,55422
"18628",70.22,10.77,0.87,7.48,0.17,6.89,3.6,55423
"18629",95.83,0.37,0,2.04,0,0.11,1.64,55424
"18630",64.62,16.59,3.24,3.94,0,7.22,4.39,55425
"18631",80.17,9.3,0.18,4.23,0,2.21,3.91,55426
"18632",78.08,14.26,0.5,3.74,0,0.79,2.63,55427
"18633",66.23,21.56,0.43,5.37,0,2.56,3.85,55428
"18634",50.6,29.04,0.5,11.9,0,3.95,4.01,55429
"18635",42.92,25.52,1,17.58,0.35,6.88,5.74,55430
"18636",83.34,5.08,0.48,5.86,0,3.03,2.21,55431
"18637",75.59,9.46,0.64,5.67,0,4.1,4.54,55432
"18638",85.98,5.58,0.97,2.57,0,1.57,3.33,55433
"18639",82.43,3.67,1.17,6.93,0,2.79,3.01,55434
"18640",74.76,3.35,2.03,14.91,0,3.01,1.94,55435
"18641",87.85,3.87,0.33,4.39,0.06,0.4,3.1,55436
"18642",85.17,4.14,0.86,4.23,0,1.4,4.19,55437
"18643",84.02,5.69,0.08,6.62,0,0.17,3.42,55438
"18644",86.97,3.5,0.57,7.17,0,0.09,1.7,55439
"18645",82.86,8.78,0.66,4.93,0,1.31,1.46,55441
"18646",88.51,4.87,0.09,3.81,0,0.43,2.29,55442
"18647",54.99,23.93,0.31,15.39,0.02,1.57,3.8,55443
"18648",59.03,15.02,0.31,22.73,0.34,0.63,1.93,55444
"18649",49.9,23.38,0.18,18.06,0,1.92,6.56,55445
"18650",78.58,2.68,0.57,14.96,0,1.06,2.15,55446
"18651",87.16,4.44,0.41,4.55,0.04,0.27,3.14,55447
"18652",89.2,3.2,0.39,3.22,0,0.52,3.48,55448
"18653",83.25,3.11,0.16,9.38,0.18,0.35,3.57,55449
"18654",100,0,0,0,0,0,0,55450
"18655",39.57,44.55,0.07,11.2,0.11,2.51,1.99,55454
"18656",83.56,1.92,0.55,9.38,0,0.5,4.08,55455
"18657",100,0,0,0,0,0,0,55601
"18658",98.64,0,0,0,0,0,1.36,55602
"18659",99.25,0,0.38,0,0,0.38,0,55603
"18660",93.5,0.2,2.12,0.64,0,0.03,3.51,55604
"18661",30.48,0,52.95,2.86,0.95,0.95,11.81,55605
"18662",93.83,0,6.17,0,0,0,0,55606
"18663",88.35,0,11.65,0,0,0,0,55607
"18664",100,0,0,0,0,0,0,55609
"18665",93.58,3.69,0.8,0,0,0.16,1.77,55612
"18666",96.41,0,0,0,0,3.59,0,55613
"18667",97.19,0,0,0,0,0.57,2.24,55614
"18668",91.24,0,0,0,6.45,2.3,0,55615
"18669",95.99,0.29,0.17,0,0,1.02,2.52,55616
"18670",85.65,0.63,3.8,0,0,0,9.92,55702
"18671",94.91,0,1.53,1.27,0,0,2.29,55703
"18672",97.18,0,0.75,0,0,0,2.07,55704
"18673",99.54,0.03,0.12,0,0,0,0.31,55705
"18674",98.22,0.12,0.06,0,0,0,1.6,55706
"18675",96.41,0.25,0.45,0.73,0,0,2.16,55707
"18676",97.25,0,1.23,0,0,0,1.52,55708
"18677",93.72,0.24,0.91,0.72,0,1.43,2.98,55709
"18678",93.52,0.09,0.44,3.77,0,1.75,0.44,55710
"18679",80.99,6.34,10.79,0,0,0,1.88,55711
"18680",94.18,0,0.48,0,0,0.65,4.68,55712
"18681",86.6,3.69,3.87,2.07,0,0.45,3.33,55713
"18682",90.06,0.58,1.46,0,0,0,7.89,55716
"18683",91.52,0,7.59,0,0,0,0.89,55717
"18684",96.92,0.35,0.85,0.16,0,0,1.73,55718
"18685",94.64,0.57,4.06,0,0,0,0.73,55719
"18686",82.23,1.34,11.77,0.94,0,1.24,2.48,55720
"18687",94.78,0.6,1.86,0.18,0,0,2.58,55721
"18688",96.71,0,1.03,0,0,0,2.26,55722
"18689",92.16,1.16,3.32,0,0,0.2,3.16,55723
"18690",94.93,0,0.72,0.36,0,0,3.98,55724
"18691",93.62,0,0,0,0,0,6.38,55725
"18692",98.45,0.95,0,0,0,0,0.59,55726
"18693",98.03,0.2,0.54,0.46,0,0.31,0.46,55731
"18694",98.17,0,0.71,0.48,0,0,0.64,55732
"18695",96.29,0.35,0.78,0.17,0,0,2.41,55733
"18696",94.83,0.55,1.41,0.55,0,0.21,2.46,55734
"18697",96.67,1.55,0.39,0,0,0,1.39,55735
"18698",99.19,0,0.14,0,0,0,0.68,55736
"18699",96.11,0,2.92,0,0,0,0.97,55738
"18700",98.88,0,0.13,0.13,0,0,0.86,55741
"18701",98.71,0,1.29,0,0,0,0,55742
"18702",96.12,0.37,1.06,0.32,0.13,0.06,1.94,55744
"18703",96.21,0.91,1.18,0.31,0.01,0.34,1.04,55746
"18704",94.93,0.27,0.55,0.14,0,0,4.11,55748
"18705",99.11,0,0.36,0,0,0.18,0.36,55749
"18706",98.66,0.1,0,0,0,0,1.25,55750
"18707",97.96,0,0,0.07,0,0,1.97,55751
"18708",93.32,0,0.74,3.47,0,0,2.48,55752
"18709",98.97,0,0,0,0,0,1.03,55753
"18710",96.13,0,0.73,0.48,0,0.97,1.69,55756
"18711",93.24,0,0.75,1.29,0,0,4.72,55757
"18712",100,0,0,0,0,0,0,55758
"18713",89.64,0.1,7.07,0.1,0,0,3.1,55760
"18714",99.48,0,0.52,0,0,0,0,55763
"18715",91.45,0,0,0,0,0,8.55,55764
"18716",99.19,0,0.54,0,0,0,0.27,55765
"18717",100,0,0,0,0,0,0,55766
"18718",88.04,5.83,2.23,0.46,0.22,0.39,2.84,55767
"18719",98.56,0.21,0.27,0.48,0,0,0.48,55768
"18720",93.01,0,0.87,1.14,0,0,4.97,55769
"18721",69.34,0,22.42,0.87,0,0.27,7.09,55771
"18722",5.33,0,70.67,24,0,0,0,55772
"18723",92.95,0,6.16,0,0,0,0.89,55775
"18724",97.31,0.53,0.81,0.2,0,0.23,0.91,55779
"18725",57.87,0,42.13,0,0,0,0,55780
"18726",98.88,0,0,0.37,0,0,0.75,55781
"18727",98.07,0,1.93,0,0,0,0,55782
"18728",95.89,1.1,1.23,1.14,0,0,0.64,55783
"18729",100,0,0,0,0,0,0,55784
"18730",95.43,0,3.2,0,0,0,1.37,55785
"18731",90.26,0.65,1.95,0,0,0,7.14,55786
"18732",94.39,0,3.9,0.24,0,0,1.46,55787
"18733",83.56,0,13.71,0.89,0,0,1.84,55790
"18734",92.81,0.76,4.68,0,0,0.04,1.71,55792
"18735",97.25,0,0,1.38,0,0,1.38,55793
"18736",94.63,1.83,0.82,0.44,0,1.7,0.57,55795
"18737",93.96,0.89,2.16,0.7,0,0.25,2.03,55797
"18738",99.08,0,0,0,0,0,0.92,55798
"18739",88.56,5.61,0.41,1.99,0,0.23,3.21,55802
"18740",95.45,0.83,0.68,1.29,0.04,0.09,1.63,55803
