"","WhiteAlone","BlackOrAfricanAmericanAlone","AmericanIndianAndAlaskaNativeAlone","AsianAlone","NativeHawaiianAndOtherPacificIslanderAlone","SomeOtherRaceAlone","TwoOrMoreRaces","Id2"
"18741",96.79,0.66,0.58,0.2,0,0.04,1.73,55804
"18742",82.17,6.86,3.06,2.78,0,0.38,4.75,55805
"18743",79.66,6.06,4.7,0.2,0.13,2.05,7.2,55806
"18744",93.42,1.45,2.13,0.88,0,0.17,1.95,55807
"18745",95.89,0.39,1.25,0.74,0,0,1.74,55808
"18746",97.14,0.14,1.21,0.51,0,0,0.99,55810
"18747",93.38,1.04,1.68,1.82,0.01,0.39,1.69,55811
"18748",89.8,2.39,2.52,3.05,0.05,0.21,1.99,55812
"18749",62.07,21.24,2.9,3.86,0,6.07,3.86,55814
"18750",82.33,5.67,0.2,7.74,0,0.84,3.23,55901
"18751",87.49,1.99,0.25,7.68,0,0.84,1.76,55902
"18752",83,9.84,0.19,2.66,0,1.25,3.07,55904
"18753",NA,NA,NA,NA,NA,NA,NA,55905
"18754",84.51,5.2,0.11,7.29,0.07,0.59,2.23,55906
"18755",99.49,0.51,0,0,0,0,0,55909
"18756",97.59,0,0.28,0.76,0,0.21,1.17,55910
"18757",90.82,2.89,0.18,2.04,0.14,1.7,2.21,55912
"18758",99.31,0.19,0.19,0,0,0.29,0.03,55917
"18759",99.35,0.37,0,0,0,0,0.28,55918
"18760",98.25,0,1.36,0.39,0,0,0,55919
"18761",97.17,1.04,0.06,0.31,0,0.13,1.3,55920
"18762",96.07,0.5,0.14,0,0,0.21,3.08,55921
"18763",98.94,0,1.06,0,0,0,0,55922
"18764",97.83,0.13,0.04,0.18,0,0.04,1.78,55923
"18765",93.36,0,0,0.15,0,6.04,0.45,55924
"18766",100,0,0,0,0,0,0,55925
"18767",91.75,3.11,0,0.41,0,2.71,2.03,55926
"18768",96.05,0.05,0.47,0.42,0,0.35,2.66,55927
"18769",97.3,0.48,0,0.32,0,1.83,0.08,55929
"18770",100,0,0,0,0,0,0,55931
"18771",96.89,0,0.18,0.39,0,0.57,1.97,55932
"18772",97.55,0,0,0,0,2.45,0,55933
"18773",97.27,0.09,0.29,0.9,0,0.26,1.19,55934
"18774",95.01,0.11,0,0.65,0,3.69,0.54,55935
"18775",95.99,2.25,0,0.99,0,0.44,0.33,55936
"18776",99.81,0,0.09,0,0,0,0.09,55939
"18777",94.91,4.29,0.08,0.15,0,0,0.57,55940
"18778",90.46,0,1.35,0,0,1.23,6.96,55941
"18779",97.62,0.4,0,0.07,0,0.1,1.82,55943
"18780",99.5,0.06,0,0.45,0,0,0,55944
"18781",99.23,0,0.08,0.39,0,0.15,0.15,55945
"18782",98.32,0.44,0.22,0.12,0,0.78,0.12,55946
"18783",98.62,0.04,0,0.42,0.07,0,0.86,55947
"18784",97.41,0.12,0.65,0.35,0,0.65,0.82,55949
"18785",99.23,0,0,0,0,0,0.77,55950
"18786",95.49,0,0.53,0.93,0,0,3.05,55951
"18787",95.76,2.22,0.91,0.21,0.21,0.04,0.66,55952
"18788",99.5,0,0.12,0,0,0,0.37,55953
"18789",99.35,0,0,0.07,0,0,0.58,55954
"18790",97.25,0.82,0,0.52,0,0.15,1.26,55955
"18791",97.14,0.16,0.16,1.51,0,0,1.03,55956
"18792",91.49,6.67,0,0,0,0.99,0.85,55957
"18793",88.19,0,1.22,9.05,0,0,1.53,55959
"18794",95.33,2.13,0,0.68,0,1,0.87,55960
"18795",93.42,0,2.04,4.31,0,0,0.23,55961
"18796",99.75,0,0,0,0,0,0.25,55962
"18797",97.53,0.68,0,0.23,0,0.04,1.52,55963
"18798",99.19,0.02,0,0,0,0.23,0.55,55964
"18799",99.77,0,0,0.23,0,0,0,55965
"18800",86.81,1.05,0,2.64,0,2.74,6.75,55967
"18801",92.42,0,0.76,3.03,0,0,3.79,55968
"18802",96.83,0.25,0,1.92,0,0,1,55969
"18803",98.99,0,0,0.64,0,0.18,0.18,55970
"18804",98.8,0,0.15,0.12,0,0.21,0.72,55971
"18805",88.42,0.26,0,4.11,0,3.16,4.05,55972
"18806",99.66,0,0,0,0,0.34,0,55973
"18807",98.54,0.56,0,0,0,0.47,0.42,55974
"18808",97.45,0.88,0.05,0.41,0,0,1.22,55975
"18809",99.01,0.39,0.03,0,0,0.53,0.04,55976
"18810",100,0,0,0,0,0,0,55977
"18811",98.67,0.19,0,0.57,0,0,0.57,55979
"18812",97.26,1.16,0.15,0,0,0.63,0.8,55981
"18813",97.22,0,0,1.16,0,0,1.62,55982
"18814",96.06,3.74,0,0.2,0,0,0,55983
"18815",92.95,1.01,0.24,0,0,4.65,1.15,55985
"18816",94.87,1.57,0.21,2.17,0,0.33,0.84,55987
"18817",99.64,0,0.12,0,0,0,0.24,55990
"18818",98.25,0.32,0,0,0,0,1.44,55991
"18819",95.94,0,0.04,0.87,0,1.2,1.95,55992
"18820",91.13,3.54,0.4,2.46,0,0.3,2.17,56001
"18821",94.02,4.24,0.25,0.63,0,0.14,0.72,56003
"18822",93.99,1.33,0.5,1.04,0,1.82,1.33,56007
"18823",99,0,0,0.56,0,0.06,0.37,56009
"18824",96.93,0,0,0.91,0,1.83,0.33,56010
"18825",96.16,0.19,0.95,1.44,0,0.16,1.1,56011
"18826",96.5,0.84,0.16,0.61,0,1.7,0.18,56013
"18827",97.06,0.14,0.42,1.12,0,0.14,1.12,56014
"18828",97.63,0.32,0,0.22,0,0,1.83,56016
"18829",98.34,0,0.25,0.8,0,0.25,0.37,56017
"18830",96.74,0.1,0,2.87,0,0,0.3,56019
"18831",95.9,0,0,0,0,0,4.1,56020
"18832",99.72,0,0,0,0,0,0.28,56021
"18833",100,0,0,0,0,0,0,56022
"18834",99.82,0,0,0,0,0,0.18,56023
"18835",89.37,8.62,0,0.07,0,1.27,0.67,56024
"18836",96.45,0,0.99,0,0,0.39,2.17,56025
"18837",98.12,0,0.81,0.05,0,0.59,0.43,56026
"18838",94.47,2.47,0.49,0,0,1.58,0.99,56027
"18839",99.74,0,0.17,0.09,0,0,0,56028
"18840",93.85,0,0.56,0,0,0.56,5.03,56029
"18841",97.93,0.32,0.02,0.7,0,0.24,0.8,56031
"18842",99.67,0,0,0,0,0,0.33,56032
"18843",91.14,0,0,8.86,0,0,0,56033
"18844",99.69,0,0,0,0,0,0.31,56034
"18845",100,0,0,0,0,0,0,56035
"18846",96.99,0,0.3,0.69,0,1.73,0.3,56036
"18847",99.2,0,0.33,0.2,0,0,0.27,56037
"18848",99.68,0.11,0.22,0,0,0,0,56039
"18849",98.83,0,0,0.2,0,0.1,0.88,56041
"18850",100,0,0,0,0,0,0,56042
"18851",94.95,0,0,5.05,0,0,0,56043
"18852",97.86,0.05,0,0,0,0.09,2,56044
"18853",94.42,0,0.36,0,0,4.74,0.47,56045
"18854",100,0,0,0,0,0,0,56046
"18855",100,0,0,0,0,0,0,56047
"18856",96.06,1.46,0,0.69,0,0,1.78,56048
"18857",95.34,3.38,0,0.38,0,0,0.89,56050
"18858",98.8,0,0,0,0,0.13,1.07,56051
"18859",95.38,0.88,0,0.88,0,0,2.86,56052
"18860",99.19,0,0,0,0,0,0.81,56054
"18861",97.86,0.33,0,0.89,0,0.79,0.13,56055
"18862",100,0,0,0,0,0,0,56056
"18863",92.05,0.21,0,0.13,0,7.37,0.24,56057
"18864",93.08,0.65,0,0.99,0,3.2,2.07,56058
"18865",98.9,0,0,0.88,0,0.22,0,56060
"18866",90.97,0.13,0.06,0.47,0,4.34,4.03,56062
"18867",98.92,0.29,0,0.18,0,0,0.61,56063
"18868",96.38,0.17,0,1.15,0,0.49,1.81,56065
"18869",99.6,0,0,0.1,0,0,0.3,56068
"18870",93.63,0.93,1.87,0.7,0,0.29,2.57,56069
"18871",97.64,0.07,0.31,0.22,0,1,0.77,56071
"18872",98.96,0,0,0.43,0,0.38,0.24,56072
"18873",98.18,0.3,0.11,0.38,0.11,0.13,0.78,56073
"18874",98.95,0.55,0,0.3,0,0,0.2,56074
"18875",98.47,0,0,1.15,0,0,0.38,56075
"18876",99.61,0,0,0,0.39,0,0,56078
"18877",98.03,0,0,0,0,0,1.97,56080
"18878",92.95,1.25,0.03,0,0.52,4.58,0.67,56081
"18879",92.13,1.32,0.5,1.93,0.01,2.02,2.1,56082
"18880",96.71,0,0,0,0,2.96,0.33,56083
"18881",94.98,0.54,0.07,0,0,3.54,0.86,56085
"18882",97.04,0.99,0.1,1.05,0,0.13,0.7,56087
"18883",98.67,0.11,0,0.43,0,0,0.8,56088
"18884",83.41,0,0,0,0,16.59,0,56089
"18885",99.31,0.41,0,0,0,0,0.28,56090
"18886",94.68,0,0,5.32,0,0,0,56091
"18887",93.23,2.17,0.71,0.71,0,0.44,2.74,56093
"18888",98.25,0,0.19,0.65,0,0.42,0.49,56096
"18889",98.63,0,0.64,0.11,0,0,0.62,56097
"18890",97.53,0.1,0.53,0.82,0,0,1.02,56098
"18891",95.87,0.85,0.57,1.49,0,0.07,1.16,56101
"18892",97.07,0.2,0.2,1.11,0,0.1,1.31,56110
"18893",91.01,0,0.43,8.14,0,0.43,0,56111
"18894",99.22,0,0.78,0,0,0,0,56113
"18895",100,0,0,0,0,0,0,56114
"18896",96.05,1.63,0,0,0,0.26,2.06,56115
"18897",95.45,2.11,0.65,0,0,0.33,1.46,56116
"18898",98.99,0,0,0,0,1.01,0,56117
"18899",93.58,0,0,2.65,0,0,3.76,56118
"18900",95.21,0,0,2.75,0,1.33,0.71,56119
"18901",87.97,0.27,0.55,8.93,0,0.36,1.91,56120
"18902",92.62,0.32,1.93,0.16,0,3.21,1.77,56121
"18903",91.32,0.59,0,2.56,0,2.76,2.76,56122
"18904",100,0,0,0,0,0,0,56123
"18905",100,0,0,0,0,0,0,56125
"18906",100,0,0,0,0,0,0,56127
"18907",97.59,0,0.24,1.45,0,0,0.72,56128
"18908",95.44,1.07,0,0.4,0,0,3.09,56129
"18909",94.31,0.59,0,0.76,0,2.78,1.56,56131
"18910",99.24,0,0.19,0,0,0,0.57,56132
"18911",100,0,0,0,0,0,0,56134
"18912",97.88,0,0.48,0,0,0.96,0.67,56136
"18913",91.12,0.28,0,0.28,0.19,7.47,0.66,56137
"18914",97.11,2.89,0,0,0,0,0,56138
"18915",97.41,0,0.24,0,0,1.18,1.18,56139
"18916",100,0,0,0,0,0,0,56140
"18917",99.4,0,0,0.6,0,0,0,56141
"18918",98.63,1.26,0,0,0,0.11,0,56142
"18919",94.39,0.27,0.02,3.48,0.18,0.53,1.13,56143
"18920",98.02,0.4,0.2,0,0,0.69,0.69,56144
"18921",96.91,0,1.14,0,0,0,1.95,56145
"18922",90,0,0,0,0,0,10,56146
"18923",100,0,0,0,0,0,0,56147
"18924",95.76,0,0,0.53,0,2.72,0.98,56149
"18925",98.12,0.04,0.04,0.74,0,0.99,0.07,56150
"18926",97.51,0.71,0,0,0,0,1.78,56151
"18927",94.68,0.13,0.19,4.12,0,0,0.89,56152
"18928",98.57,0,0,1.43,0,0,0,56153
"18929",96.3,1.23,0.62,0,0,1.23,0.62,56155
"18930",99.07,0.1,0.41,0,0,0,0.41,56156
"18931",81.12,3.42,0.13,1.01,0,14.32,0,56157
"18932",80.29,0,0,17.45,0,0,2.26,56158
"18933",83.55,0,0.1,9.27,0,1.22,5.86,56159
"18934",100,0,0,0,0,0,0,56160
"18935",98.77,0,0,0,0,1.23,0,56161
"18936",100,0,0,0,0,0,0,56162
"18937",91.12,0.27,1.86,1.17,0.27,2.4,2.91,56164
"18938",100,0,0,0,0,0,0,56165
"18939",91.18,1.1,0.74,6.62,0,0,0.37,56166
"18940",94.84,0,0,0.59,0,3.39,1.18,56167
"18941",96.06,0,0,1.72,0,1.11,1.11,56168
"18942",98.8,0.4,0.27,0,0,0.27,0.27,56169
"18943",94.7,1.77,0,0,0,1.77,1.77,56170
"18944",98.36,1.3,0,0.06,0,0,0.28,56171
"18945",98.35,0,0.22,0,0.89,0.13,0.41,56172
"18946",86.05,7.44,3.72,0,0,0,2.79,56173
"18947",99.71,0,0,0,0,0,0.29,56174
"18948",87.86,1.33,0.03,10.04,0,0,0.74,56175
"18949",94.87,0.37,1.03,0,0,0.09,3.64,56176
"18950",100,0,0,0,0,0,0,56177
"18951",97.73,0,0.35,0.17,0,1.16,0.58,56178
"18952",69.08,0,0.28,29.92,0,0.21,0.5,56180
"18953",97.04,0.26,0.17,0.7,0,0.44,1.39,56181
"18954",98.33,1.19,0.16,0,0,0,0.32,56183
"18955",97.91,0,0,1.14,0,0,0.95,56185
"18956",98.35,0,1.1,0,0,0,0.55,56186
"18957",76.65,5.29,0.44,7.37,0.01,8.11,2.14,56187
"18958",88.23,4.18,0.59,0.56,0,4.43,2.01,56201
"18959",98.28,0,0,0,0,0,1.72,56207
"18960",94.63,2.59,1.65,0.28,0,0.38,0.47,56208
"18961",97.55,0.45,0,1.2,0,0,0.8,56209
"18962",100,0,0,0,0,0,0,56210
"18963",97.46,0,0,0,0,1.85,0.69,56211
"18964",99.08,0,0.18,0.73,0,0,0,56212
"18965",93.81,0,4.57,0.44,0,0,1.18,56214
"18966",96.69,1.62,0.09,0.14,0,0.5,0.96,56215
"18967",99.53,0,0,0,0,0,0.47,56216
"18968",98.23,0.88,0.71,0,0,0,0.18,56218
"18969",75.62,0,21.12,0,0,0,3.26,56219
"18970",98.68,0,0.63,0.53,0,0.1,0.07,56220
"18971",97.57,0,2.43,0,0,0,0,56221
"18972",99.33,0,0.1,0.1,0.1,0,0.36,56222
"18973",98.02,0,0.24,0.48,0,0,1.27,56223
"18974",95.9,0,0,4.1,0,0,0,56224
"18975",97.47,0,0.45,0,0,0,2.08,56225
"18976",100,0,0,0,0,0,0,56226
"18977",98.08,0,1.92,0,0,0,0,56227
"18978",95.57,2.32,0,0.63,0,0.11,1.37,56228
"18979",97.97,0.62,0,0.68,0,0,0.73,56229
"18980",98.39,1.04,0,0,0,0,0.58,56230
"18981",98.1,0,0,0.95,0,0,0.95,56231
"18982",98.23,0.62,0,0.08,0,0,1.07,56232
"18983",99.61,0,0,0.39,0,0,0,56235
"18984",100,0,0,0,0,0,0,56236
"18985",90.65,0,0,1.21,0,7.09,1.06,56237
"18986",92.75,0.54,0,0.54,0,5.25,0.91,56239
"18987",99.45,0.11,0,0.22,0,0.22,0,56240
"18988",89.49,0.1,5.37,0.73,0,0.25,4.06,56241
"18989",98.98,0,0,0.54,0,0.18,0.3,56243
"18990",94.63,0,0.78,0.21,0,2.76,1.63,56244
"18991",86.8,0,0.19,0,0,11.71,1.3,56245
"18992",94.76,0,0.52,1.18,0,1.18,2.36,56248
"18993",98.46,0,0,0,0,0,1.54,56249
"18994",100,0,0,0,0,0,0,56251
"18995",99.12,0.32,0.08,0,0,0.16,0.32,56252
"18996",95.74,0.1,0.4,0.69,0,1.98,1.09,56253
"18997",100,0,0,0,0,0,0,56255
"18998",96.12,0.44,0.95,1.35,0,0,1.15,56256
"18999",99.23,0,0,0,0,0,0.77,56257
"19000",88.33,3.46,0.86,2.81,0,4.27,0.27,56258
"19001",89.13,0.22,0,3.14,0,7.29,0.22,56260
"19002",80.63,0,1.65,1.65,13.54,1.52,1.01,56262
"19003",99.12,0,0,0,0,0,0.88,56263
"19004",95.51,0.5,0,0.23,0,3.21,0.55,56264
"19005",94.57,0.77,0.04,0,0,0.47,4.15,56265
"19006",96.68,0.23,2.5,0,0,0,0.58,56266
"19007",91.5,0.53,2.83,1.56,0,1.18,2.4,56267
"19008",51.3,5.41,36.26,1.3,0,0.87,4.87,56270
"19009",96.88,0,0,0,0,2.64,0.48,56271
"19010",98.55,0.02,0.06,0,0,0,1.37,56273
"19011",97.3,0,0,0,0,0,2.7,56274
"19012",100,0,0,0,0,0,0,56276
"19013",96.36,2.43,0.37,0.2,0,0.44,0.2,56277
"19014",97.91,0.56,0.1,0,0,0,1.43,56278
"19015",94.71,0.49,0.14,0.21,0,2.47,1.97,56279
"19016",98.96,0.35,0,0.69,0,0,0,56280
"19017",98.01,1,0,1,0,0,0,56281
"19018",95.34,0.66,0.2,0,0,2.43,1.38,56282
"19019",90.46,0.43,5.85,0.26,0,0.72,2.28,56283
"19020",92.77,0,0.14,1.46,0,4.73,0.91,56284
"19021",98.96,0,0.26,0.17,0,0,0.61,56285
"19022",81.32,0,0,0,0,14.29,4.4,56287
"19023",97.98,0.07,0.15,0.63,0,0.46,0.72,56288
"19024",100,0,0,0,0,0,0,56289
"19025",99.24,0,0,0,0,0.76,0,56291
"19026",96.24,0.49,0,0,0,0,3.27,56292
"19027",99.65,0,0,0,0,0,0.35,56293
"19028",100,0,0,0,0,0,0,56294
"19029",97.73,0.28,0.57,1.14,0,0,0.28,56295
"19030",96.77,0.15,1.32,0,0,1.22,0.54,56296
"19031",91.92,1.43,6.53,0,0,0,0.12,56297
"19032",84.54,7.1,0.78,4.46,0.04,0.64,2.42,56301
"19033",87.39,6.07,0.63,2.6,0.06,0.62,2.63,56303
"19034",84.19,10.81,1.15,1.42,0,0.23,2.21,56304
"19035",99.08,0,0,0.43,0,0.12,0.37,56307
"19036",97.56,0.52,0.37,0.18,0,0.12,1.25,56308
"19037",98.6,0,0,0,0,0.16,1.23,56309
"19038",99.01,0.17,0.13,0.17,0,0.11,0.4,56310
"19039",98.4,0,0.29,1.02,0,0,0.29,56311
"19040",99.1,0.13,0,0.17,0,0.17,0.43,56312
"19041",100,0,0,0,0,0,0,56313
"19042",99.78,0,0.22,0,0,0,0,56314
"19043",98,0,0.06,0.51,0,0,1.43,56315
"19044",98.21,0.14,0.34,0.27,0,0.62,0.41,56316
"19045",98.66,0,0,0.45,0,0.45,0.45,56318
"19046",99.34,0.2,0,0,0,0,0.46,56319
"19047",99.13,0.05,0.04,0.34,0,0.33,0.11,56320
"19048",83.97,3.33,1.48,7.95,0,1.85,1.42,56321
"19049",98.13,0,0.34,0.51,0,0,1.02,56323
"19050",98.28,0,0,0.16,0,0,1.56,56324
"19051",98.68,0.66,0.66,0,0,0,0,56325
"19052",98.79,0.13,0.07,0,0,0.2,0.81,56326
"19053",99.43,0.29,0,0,0,0,0.29,56327
"19054",100,0,0,0,0,0,0,56328
"19055",97.66,0.92,0.19,0.33,0,0.16,0.73,56329
"19056",96.08,0.34,0.34,1.59,0,0,1.65,56330
"19057",99.89,0,0,0,0,0,0.11,56331
"19058",98.07,0.76,0.17,0.76,0.17,0,0.08,56332
"19059",98.23,0.89,0.07,0.28,0,0.11,0.41,56334
"19060",100,0,0,0,0,0,0,56335
"19061",98.17,0,0.38,0.13,0,0,1.33,56336
"19062",96.23,0.81,1.22,0.06,0,0.52,1.16,56338
"19063",98.86,0,0.09,0.35,0,0,0.7,56339
"19064",97.9,0.17,0,0.68,0,0.09,1.16,56340
"19065",92.05,0.15,6.85,0.07,0,0,0.88,56342
"19066",96.88,0,0.11,0.97,0,0,2.04,56343
"19067",96.19,0.65,0.03,0.92,0,0.34,1.87,56345
"19068",90.36,0.42,0.21,0.58,0,7.63,0.8,56347
"19069",97.14,0,0.78,0.91,0,0,1.17,56349
"19070",95.81,0.87,1.57,0,0,0,1.75,56350
"19071",88.62,1.32,0.03,1.2,0,7.7,1.12,56352
"19072",96.42,0.4,0.56,0.28,0,0.74,1.6,56353
"19073",99.41,0.07,0.22,0,0,0,0.3,56354
"19074",99.43,0.57,0,0,0,0,0,56355
"19075",100,0,0,0,0,0,0,56356
"19076",98.8,0,0.46,0,0,0,0.74,56357
"19077",95.97,1.25,0.66,0.72,0,0,1.4,56358
"19078",68.56,1.37,26.16,1.08,0,0.39,2.44,56359
"19079",96.66,0.56,0.21,0.44,0,0,2.14,56360
"19080",99.36,0.17,0,0.04,0,0,0.42,56361
"19081",98.41,0.55,0.11,0.41,0,0.16,0.36,56362
"19082",100,0,0,0,0,0,0,56363
"19083",98.2,0,0.25,0.15,0,0.31,1.09,56364
"19084",98.43,0.25,0.39,0.37,0,0.22,0.34,56367
"19085",99.4,0.15,0,0,0,0,0.44,56368
"19086",61.04,0,0,0,0,38.96,0,56369
"19087",100,0,0,0,0,0,0,56371
"19088",97.67,0.58,0,0.21,0,0.24,1.3,56373
"19089",95.03,1.03,0.18,1.94,0,0.69,1.13,56374
"19090",97.66,0,0,0,0.62,0,1.73,56375
"19091",100,0,0,0,0,0,0,56376
"19092",97.08,0.76,0.29,1.12,0,0.19,0.57,56377
"19093",93.45,0.03,0.15,0.26,0,5.39,0.72,56378
"19094",94.42,1.01,0.41,1.61,0,0,2.54,56379
"19095",98.67,0,0.09,0.17,0,0,1.07,56381
"19096",99.94,0,0,0,0,0,0.06,56382
"19097",98.37,0,1.09,0,0,0,0.54,56384
"19098",97.25,0,2.02,0,0,0,0.73,56385
"19099",90.5,3.17,5.67,0,0,0,0.66,56386
"19100",85.88,8.83,0,2.73,0,0.53,2.03,56387
"19101",90.65,0,0,0,0,0,9.35,56389
"19102",96.18,1.04,1.7,0.35,0,0.06,0.67,56401
"19103",97.92,0.76,1,0.26,0,0,0.05,56425
"19104",97.65,0.55,0.31,0.18,0,0.26,1.06,56431
"19105",93.57,0.56,2.6,0.93,0,0,2.35,56433
"19106",99.01,0,0,0,0,0,0.99,56434
"19107",95.66,0.4,0.9,0.69,0,0.14,2.2,56435
"19108",100,0,0,0,0,0,0,56436
"19109",95.07,0.43,0.22,0.36,0,0.43,3.48,56437
"19110",96.73,0.87,0.24,0.38,0,0.45,1.32,56438
"19111",96.42,0.48,0,1.03,0,1.24,0.83,56440
"19112",96.05,0,0.54,1.06,0,0.43,1.92,56441
"19113",98.39,0.04,0.17,0.89,0,0,0.51,56442
"19114",98.89,0,0,0,0,0.97,0.14,56443
"19115",97.74,0.98,0.17,0.27,0,0,0.84,56444
"19116",97.57,0.27,0.2,0.4,0,0.13,1.42,56446
"19117",95.03,0,0.44,2.53,0,0.96,1.05,56447
"19118",100,0,0,0,0,0,0,56448
"19119",98.43,0.25,0.15,0.39,0,0.15,0.64,56449
"19120",78.78,0,17.54,0,0,0.68,3,56450
"19121",93.4,0,3.3,1.31,0,0.16,1.83,56452
"19122",97.66,0,0.23,0.23,0,0,1.87,56453
"19123",93.54,1.59,1.22,0,0,0,3.66,56455
"19124",100,0,0,0,0,0,0,56456
"19125",94.38,0,0,0,0,0,5.62,56458
"19126",89.14,0.3,7.21,0.09,0,0.54,2.71,56461
"19127",97.32,0,0.81,0.21,0,0.23,1.43,56464
"19128",97.75,0,1.56,0,0,0,0.68,56465
"19129",97.94,0,0.42,0.51,0,0.58,0.55,56466
"19130",95.05,0.17,0.88,0.29,0,0.8,2.81,56467
"19131",95.74,0.12,0.5,0.67,0.9,0.19,1.88,56468
"19132",94.18,0.22,1.23,0.78,0,0,3.58,56469
"19133",96.68,0.3,0.52,0.39,0,0.16,1.94,56470
"19134",98.12,0.84,0.35,0.18,0,0,0.51,56472
"19135",98.92,0.12,0.03,0.26,0,0,0.67,56473
"19136",96.68,0.8,0.86,0.18,0,0.12,1.36,56474
"19137",99.64,0,0,0.06,0,0,0.3,56475
"19138",97.76,0.94,0.55,0.04,0,0.08,0.63,56477
"19139",97.47,0.21,1.03,0.33,0,0,0.97,56479
"19140",96.86,0.75,0.22,0.22,0,0,1.95,56481
"19141",95.55,0.48,2.33,0.33,0,0.33,0.98,56482
"19142",75.23,0,21.57,0,0,0,3.2,56484
"19143",92.73,0.25,3.37,0.44,0,0.33,2.88,56501
"19144",97.72,0.18,0.22,0.18,0,0,1.7,56510
"19145",92.73,0.16,2.9,0,0.05,0.32,3.84,56511
"19146",96.63,0.58,1.1,0,0,0.03,1.66,56514
"19147",94.86,0.75,0.09,1.31,0,0.47,2.53,56515
"19148",89.25,3.94,5.02,0,0,1.43,0.36,56516
"19149",96.27,0,0,0,0,0,3.73,56517
"19150",98.6,0,0,0,0,1.4,0,56518
"19151",94.93,0,0,2.69,0,2.39,0,56519
"19152",97.02,0.3,0.99,0.35,0,0.02,1.32,56520
"19153",68.67,1.31,17.9,2.29,0,0,9.83,56521
"19154",97.64,0.44,0.74,0,0,0.15,1.03,56522
"19155",86.7,0.18,0.18,0,10.2,1.82,0.91,56523
"19156",98.67,0,0,1.07,0,0,0.27,56524
"19157",98.87,0,0,0,1.13,0,0,56525
"19158",98.52,0.98,0,0,0,0,0.49,56527
"19159",98.13,0,0.51,0.45,0,0.58,0.32,56528
"19160",96.39,0,0.37,0.86,0,0.32,2.05,56529
"19161",98.13,0.59,0.29,0.15,0,0,0.84,56531
"19162",95.96,0,0,1.01,0,0,3.03,56533
"19163",95.4,0.53,0.18,0,0,0,3.89,56534
"19164",97.96,0.77,0.56,0,0,0.21,0.49,56535
"19165",100,0,0,0,0,0,0,56536
"19166",97.52,0.8,0.68,0.38,0,0.15,0.48,56537
"19167",96.07,0.15,0.1,0.71,0.1,1.89,0.97,56540
"19168",100,0,0,0,0,0,0,56541
"19169",96.83,0.54,0.71,0.2,0,0.54,1.18,56542
"19170",98.12,0,0,0,0,0,1.88,56543
"19171",94.77,0.71,1.62,0.54,0,0.46,1.91,56544
"19172",92.37,1.07,0.61,0,1.68,0,4.27,56545
"19173",100,0,0,0,0,0,0,56546
"19174",95.12,0.21,2.06,0.1,0,1.29,1.22,56547
"19175",93.49,0,3.85,0,0,0,2.66,56548
"19176",97.46,0.54,0.2,0.16,0,1.02,0.61,56549
"19177",92.03,0,1.37,0.82,0,0,5.77,56550
"19178",96.51,0.71,0.71,0.33,0,0,1.74,56551
"19179",100,0,0,0,0,0,0,56552
"19180",99.27,0,0,0,0,0,0.73,56553
"19181",96.71,0,0.75,0.28,0.04,0.44,1.78,56554
"19182",95.73,0.56,0.45,0,0,0.67,2.59,56556
"19183",53.08,0.25,36.91,0.56,0,0.11,9.09,56557
"19184",91.03,2.05,1.8,1.66,0.09,0.75,2.62,56560
"19185",100,0,0,0,0,0,0,56565
"19186",6.35,0,88.18,0.53,0,0,4.94,56566
"19187",97.96,0.61,0.08,0.08,0,0.08,1.19,56567
"19188",90.05,0,0,0,0,8.38,1.57,56568
"19189",42.75,1.17,37.91,0.78,0.31,0.31,16.77,56569
"19190",97.7,0.08,0.48,0,0,0,1.75,56570
"19191",97.9,0.13,0,0.38,0,0,1.59,56571
"19192",86.26,5.97,0.37,2.82,0,1.97,2.61,56572
"19193",93.03,0.42,0.32,0.27,0,4.48,1.49,56573
"19194",96.73,0,0.73,1.45,0,0,1.09,56574
"19195",47.55,0.29,48.41,0,0,0.58,3.17,56575
"19196",100,0,0,0,0,0,0,56576
"19197",70.59,29.41,0,0,0,0,0,56577
"19198",87.62,0,3.54,0,0,0.35,8.49,56578
"19199",97.07,0.42,0.42,0.42,0.73,0.84,0.1,56579
"19200",98.37,0.23,0.08,0,0,0,1.32,56580
"19201",94.26,0,4.92,0,0,0,0.82,56581
"19202",95.52,0,0,0,0,0,4.48,56583
"19203",91.27,0.37,3.94,0.18,0,0.12,4.12,56584
"19204",93.24,0.19,4.38,0.57,0,0.86,0.76,56585
"19205",99.05,0.11,0,0,0.17,0,0.67,56586
"19206",93.26,0,2.07,0,0,0.13,4.54,56587
"19207",100,0,0,0,0,0,0,56588
"19208",43.6,0.64,45.44,0.39,0.09,1.2,8.64,56589
"19209",100,0,0,0,0,0,0,56590
"19210",5.32,0,76.06,0,0,0,18.62,56591
"19211",95.08,0,2.62,0,0,0,2.3,56592
"19212",100,0,0,0,0,0,0,56593
"19213",95.49,0,0,0,0,0,4.51,56594
"19214",85.97,0.86,8.94,0.72,0.02,0.25,3.23,56601
"19215",80.32,0.15,14.03,0.32,0.11,0.19,4.88,56621
"19216",94.34,0.44,1,1.65,0,0,2.57,56623
"19217",30.14,0,59.57,0,0,0,10.28,56626
"19218",96.02,0,3.59,0,0,0,0.4,56627
"19219",96.28,0,1.35,0.95,0,0.54,0.88,56628
